,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,time_diff,corr_iqr_outlier
11464677,116,2023-06-13 09:37:10+00:00,51.0164104,3.7729517,33.0,42.0,210.0,179.0,798.0,794.0,78.0,76.0,79.0,77.0,55.0,False
16292628,116,2023-08-17 16:56:12+00:00,50.7708707,3.8724033,40.0,39.0,376.0,327.0,1498.0,1496.0,83.0,80.0,85.0,82.0,8.0,True
10603093,155,2023-05-01 20:14:18+00:00,51.0322688,3.7415008,23.0,31.0,400.0,382.0,1500.0,1500.0,82.0,87.0,82.0,87.0,61.0,True
2005629,175,2023-09-08 15:35:16+00:00,51.1626793,4.7061433,51.0,45.0,193.0,255.0,799.0,798.0,86.0,85.0,86.0,84.0,60.0,False
11561445,116,2023-05-06 17:15:21+00:00,50.7439775,3.6079556,37.0,38.0,210.0,175.0,797.0,802.0,80.0,78.0,81.0,80.0,63.0,False
16503978,175,2023-03-11 19:28:09+00:00,51.1610692,4.6846814,15.0,16.0,241.0,282.0,825.0,832.0,82.0,84.0,84.0,84.0,61.0,False
5233147,155,2023-06-22 12:54:09+00:00,51.0339693,3.7158187,36.0,31.0,182.0,200.0,850.0,866.0,87.0,87.0,87.0,89.0,12.0,False
2340760,155,2023-06-29 22:57:44+00:00,51.0167175,3.7717054,25.0,21.0,355.0,358.0,797.0,799.0,52.0,56.0,50.0,57.0,60.0,False
10387670,175,2023-08-08 09:29:07+00:00,51.2256071,4.4404867,17.0,26.0,227.0,276.0,800.0,791.0,81.0,81.0,81.0,79.0,66.0,False
5897208,116,2023-03-08 16:04:27+00:00,50.9789058,3.8006625,40.0,37.0,193.0,169.0,792.0,799.0,83.0,80.0,87.0,84.0,47.0,False
6376097,175,2023-07-08 09:56:11+00:00,51.190779,5.1154076,46.0,43.0,227.0,276.0,796.0,800.0,82.0,82.0,81.0,81.0,61.0,False
8036227,116,2023-07-27 04:33:29+00:00,51.0547572,3.741035,35.0,34.0,193.0,169.0,803.0,795.0,82.0,80.0,86.0,84.0,17.0,False
15087560,175,2023-03-26 20:39:45+00:00,51.1885327,5.1029569,16.0,10.0,231.0,272.0,796.0,801.0,80.0,82.0,85.0,79.0,60.0,False
5133975,175,2023-02-24 18:37:30+00:00,51.2158737,5.4302792,22.0,16.0,196.0,244.0,794.0,800.0,85.0,83.0,88.0,85.0,63.0,False
11058797,155,2023-09-02 09:25:08+00:00,50.8703912,3.6237729,38.0,32.0,189.0,203.0,814.0,801.0,86.0,88.0,88.0,90.0,3.0,False
5027643,116,2023-05-17 04:42:00+00:00,50.8688783,3.8144054,31.0,35.0,203.0,175.0,791.0,796.0,80.0,80.0,85.0,85.0,23.0,False
6224326,116,2023-08-21 13:24:13+00:00,50.8709154,3.6238239,48.0,43.0,175.0,158.0,797.0,801.0,87.0,86.0,91.0,90.0,6.0,False
3699643,155,2023-01-23 13:16:17+00:00,51.0398716,3.6941759,20.0,22.0,276.0,258.0,801.0,805.0,60.0,71.0,59.0,70.0,53.0,False
7654135,175,2023-05-21 11:24:46+00:00,50.9329717,5.3183163,25.0,30.0,241.0,286.0,800.0,799.0,82.0,84.0,78.0,81.0,59.0,False
16260396,116,2023-09-07 04:54:23+00:00,50.8424731,3.6013309,36.0,40.0,355.0,317.0,1496.0,1498.0,85.0,82.0,89.0,87.0,54.0,True
12182509,116,2023-06-21 12:10:29+00:00,51.0201905,3.7644419,40.0,43.0,210.0,172.0,805.0,799.0,86.0,83.0,83.0,81.0,53.0,False
4722554,116,2023-03-02 02:44:23+00:00,51.0400798,3.6928255,18.0,26.0,220.0,179.0,799.0,798.0,77.0,76.0,76.0,72.0,55.0,False
11704818,116,2023-03-20 07:03:00+00:00,51.016139,3.7741808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,75.0,4.0,True
9565303,155,2023-06-20 21:40:06+00:00,51.0159262,3.774728,31.0,0.0,65.0,0.0,163.0,0.0,83.0,0.0,85.0,85.0,7.0,True
14757484,116,2023-06-08 02:51:48+00:00,50.7744586,3.8731404,26.0,28.0,286.0,234.0,799.0,798.0,65.0,62.0,59.0,56.0,55.0,False
3168190,175,2023-03-27 15:44:00+00:00,51.0337992,5.3289279,31.0,18.0,196.0,244.0,797.0,800.0,82.0,82.0,84.0,85.0,60.0,False
7130680,175,2023-03-29 10:23:40+00:00,50.9367942,5.3022772,15.0,17.0,262.0,320.0,804.0,797.0,73.0,74.0,70.0,66.0,60.0,False
13414196,175,2023-05-09 05:54:40+00:00,50.9308585,5.326519,34.0,29.0,220.0,272.0,799.0,802.0,83.0,82.0,83.0,82.0,20.0,False
17601482,175,2023-06-12 02:34:51+00:00,51.1901424,5.112578,33.0,25.0,231.0,269.0,806.0,798.0,82.0,83.0,79.0,79.0,60.0,False
4504891,116,2023-06-01 06:09:58+00:00,50.8712441,3.6238636,28.0,33.0,193.0,169.0,809.0,827.0,86.0,82.0,89.0,85.0,15.0,False
5597679,175,2023-04-17 04:55:35+00:00,51.2154703,4.4207678,15.0,16.0,217.0,262.0,800.0,800.0,81.0,81.0,81.0,81.0,63.0,False
1906953,116,2023-02-28 04:29:13+00:00,51.0401043,3.6927705,20.0,22.0,213.0,182.0,796.0,798.0,78.0,76.0,75.0,75.0,52.0,False
8671049,155,2023-06-22 21:14:12+00:00,51.0042963,3.7943953,38.0,38.0,179.0,196.0,802.0,798.0,86.0,88.0,89.0,90.0,4.0,False
9148037,116,2023-06-29 12:08:56+00:00,51.015936,3.773619,30.0,33.0,310.0,241.0,797.0,801.0,67.0,65.0,61.0,58.0,47.0,False
4211227,116,2023-05-12 11:56:51+00:00,50.9429278,4.0389716,30.0,40.0,203.0,169.0,796.0,803.0,82.0,80.0,84.0,83.0,4.0,False
10358575,175,2023-08-23 08:22:27+00:00,51.1579695,4.505296,31.0,37.0,389.0,451.0,1770.0,1712.0,85.0,85.0,83.0,82.0,62.0,True
10524641,116,2023-06-20 14:45:49+00:00,50.9238574,3.6422535,43.0,40.0,369.0,320.0,1562.0,1542.0,86.0,86.0,89.0,89.0,60.0,True
633145,116,2023-02-21 16:33:59+00:00,50.917421,3.7932769,38.0,37.0,345.0,303.0,1923.0,1903.0,82.0,83.0,89.0,90.0,7.0,True
301557,116,2023-02-16 04:23:41+00:00,50.7425521,3.6031935,14.0,31.0,213.0,179.0,793.0,802.0,77.0,76.0,77.0,75.0,51.0,False
7225428,175,2023-01-25 05:15:24+00:00,51.1978275,4.4338044,7.0,15.0,417.0,486.0,1551.0,1512.0,84.0,83.0,84.0,84.0,60.0,True
5119890,116,2023-09-07 06:20:28+00:00,50.8685199,3.8142809,34.0,35.0,227.0,169.0,935.0,803.0,81.0,81.0,87.0,85.0,53.0,True
9586690,175,2023-09-10 04:19:12+00:00,51.2460814,5.5418181,30.0,23.0,227.0,282.0,799.0,796.0,82.0,81.0,82.0,82.0,61.0,False
16224334,155,2023-05-05 12:10:07+00:00,51.0168046,3.7711216,20.0,27.0,393.0,396.0,793.0,797.0,53.0,54.0,48.0,49.0,51.0,False
5435105,175,2023-02-10 15:12:32+00:00,51.1920931,5.1230278,15.0,18.0,217.0,272.0,799.0,802.0,82.0,83.0,84.0,83.0,60.0,False
14922626,116,2023-02-27 06:53:03+00:00,51.180562,3.5754646,27.0,28.0,186.0,165.0,788.0,798.0,78.0,79.0,87.0,85.0,59.0,False
9351143,116,2023-01-27 06:10:59+00:00,50.7444615,3.6096057,42.0,8.0,186.0,169.0,795.0,802.0,86.0,86.0,90.0,91.0,57.0,True
10494377,175,2023-06-13 07:40:37+00:00,51.135905,4.5612259,41.0,35.0,207.0,262.0,800.0,804.0,82.0,83.0,85.0,84.0,60.0,False
8808829,155,2023-03-27 20:56:07+00:00,51.03966,3.6940568,8.0,13.0,276.0,338.0,796.0,800.0,62.0,55.0,64.0,60.0,60.0,False
10519402,116,2023-06-07 01:19:59+00:00,51.0164667,3.7720926,25.0,25.0,224.0,179.0,803.0,802.0,78.0,77.0,74.0,73.0,8.0,False
4615259,116,2023-05-04 07:30:53+00:00,51.0413037,3.6834435,21.0,33.0,224.0,179.0,798.0,800.0,77.0,76.0,79.0,76.0,3.0,False
680786,175,2023-02-08 04:36:24+00:00,51.135956,4.5607331,10.0,5.0,407.0,476.0,1499.0,1497.0,80.0,82.0,84.0,83.0,60.0,True
16937629,155,2023-05-17 01:34:42+00:00,51.015377,3.7748611,17.0,12.0,313.0,345.0,802.0,808.0,59.0,57.0,57.0,56.0,60.0,False
15777175,116,2023-03-17 15:22:24+00:00,51.180216,3.5758857,30.0,31.0,217.0,172.0,799.0,799.0,77.0,76.0,77.0,76.0,42.0,False
10476690,116,2023-04-25 15:04:58+00:00,50.8405248,3.6024509,35.0,38.0,362.0,334.0,1733.0,1714.0,85.0,81.0,87.0,84.0,58.0,True
10004401,175,2023-05-17 12:32:10+00:00,51.1906377,5.1140853,38.0,28.0,224.0,269.0,799.0,805.0,82.0,82.0,80.0,80.0,60.0,False
1802041,155,2023-05-23 08:54:52+00:00,50.7424945,3.60304945,25.5,28.0,193.0,211.5,802.0,801.5,83.0,85.0,87.0,87.5,60.0,False
4254238,175,2023-08-08 16:06:11+00:00,51.2160011,4.4213934,23.0,27.0,220.0,276.0,800.0,803.0,82.0,81.0,79.0,80.0,60.0,False
15407962,116,2023-05-17 14:07:38+00:00,50.9432748,4.0392769,22.0,36.0,224.0,179.0,805.0,802.0,78.0,77.0,77.0,75.0,56.0,False
12545660,116,2023-09-13 13:06:49+00:00,51.0156709,3.7754043,41.0,36.0,210.0,169.0,798.0,797.0,80.0,83.0,82.0,83.0,8.0,False
3446030,175,2023-04-21 04:49:08+00:00,51.2046169,4.4277398,11.0,16.0,210.0,251.0,796.0,786.0,80.0,82.0,85.0,83.0,63.0,False
10321157,116,2023-02-28 15:46:57+00:00,50.8646835,3.8136677,33.0,36.0,182.0,169.0,800.0,802.0,83.0,81.0,87.0,86.0,8.0,False
7671101,116,2023-09-11 02:50:27+00:00,50.7744607,3.8729343,28.0,28.0,338.0,282.0,795.0,798.0,57.0,55.0,47.0,44.0,49.0,False
10498150,116,2023-06-21 11:50:35+00:00,51.035704,3.7105367,39.0,43.0,227.0,182.0,799.0,797.0,79.0,78.0,80.0,78.0,8.0,False
12441743,116,2023-05-08 01:43:38+00:00,50.8544959,3.6053291,17.0,20.0,355.0,362.0,795.0,794.0,56.0,44.0,47.0,35.0,60.0,False
15162798,116,2023-07-10 15:35:09+00:00,50.860872,3.6138881,45.0,47.0,348.0,331.0,1908.0,1852.0,85.0,85.0,90.0,88.0,13.0,True
250604,116,2023-05-07 14:08:08+00:00,50.8545128,3.6053051,28.0,28.0,296.0,248.0,794.0,796.0,67.0,62.0,62.0,57.0,60.0,False
4593879,175,2023-05-15 03:39:30+00:00,50.9350799,5.3127692,13.0,17.0,531.0,558.0,1385.0,1366.0,60.0,59.0,50.0,47.0,61.0,True
307956,116,2023-02-26 02:46:14+00:00,50.8555497,3.6067419,3.0,2.0,514.0,493.0,796.0,799.0,30.0,27.0,16.0,13.0,50.0,True
15974775,116,2023-09-01 03:19:27+00:00,50.7744933,3.8729728,23.0,28.0,269.0,207.0,818.0,802.0,72.0,70.0,67.0,64.0,5.0,False
4796566,175,2023-02-05 05:02:44+00:00,51.2260491,5.4381503,12.0,19.0,227.0,282.0,802.0,815.0,82.0,82.0,82.0,82.0,59.0,False
16867108,175,2023-07-06 05:21:02+00:00,51.1974756,4.4340263,21.0,25.0,417.0,486.0,1739.0,1420.0,84.0,83.0,87.0,85.0,60.0,True
1893828,175,2023-03-15 03:48:54+00:00,51.1908141,5.1137708,7.0,6.0,238.0,286.0,798.0,799.0,83.0,82.0,81.0,79.0,60.0,False
9568933,116,2023-06-12 08:49:58+00:00,51.039999,3.6934641,41.0,40.0,207.0,175.0,798.0,797.0,79.0,78.0,79.0,79.0,57.0,False
10682960,116,2023-04-28 03:18:29+00:00,50.9489666,4.0282384,15.0,25.0,227.0,13.0,795.0,0.0,78.0,20.0,77.0,20.0,48.0,True
14687645,155,2023-02-23 15:53:04+00:00,51.1802461,3.5759338,26.0,26.0,196.0,207.0,797.0,800.0,81.0,85.0,89.0,87.0,61.0,False
16364620,116,2023-04-27 07:52:13+00:00,51.0162116,3.7739799,17.0,40.0,224.0,172.0,797.0,799.0,78.0,76.0,79.0,77.0,54.0,True
1556226,116,2023-06-14 03:52:16+00:00,50.7919192,3.8859674,41.0,46.0,179.0,162.0,800.0,797.0,86.0,85.0,89.0,85.0,58.0,False
8363281,116,2023-08-12 15:46:24+00:00,51.15536135,3.61311075,42.0,43.0,332.5,282.0,1836.5,1808.0,87.0,86.5,96.0,94.0,60.0,True
460159,155,2023-07-07 10:04:52+00:00,51.0154145,3.7759002,40.0,41.0,207.0,213.0,798.0,797.0,79.0,86.0,79.0,86.0,10.0,False
11817934,175,2023-02-19 23:32:04+00:00,51.19029,5.1132964,8.0,62.0,241.0,10.0,796.0,0.0,76.0,62.0,75.0,62.0,60.0,True
5226455,116,2023-06-12 07:54:59+00:00,51.0323637,3.7406129,48.0,43.0,172.0,158.0,799.0,800.0,85.0,83.0,96.0,94.0,53.0,False
8416628,155,2023-04-06 12:36:13+00:00,51.0356563,3.7102776,17.0,25.0,307.0,248.0,800.0,795.0,57.0,78.0,55.0,74.0,60.0,True
9695783,155,2023-06-30 15:18:40+00:00,50.7620455,3.6291074,47.0,47.0,338.0,372.0,1910.0,1896.0,90.0,90.0,85.0,88.0,61.0,True
15375390,116,2023-05-08 09:51:35+00:00,51.1805706,3.5754859,36.0,38.0,186.0,162.0,783.0,802.0,83.0,83.0,88.0,85.0,19.0,False
14105947,175,2023-04-23 11:12:49+00:00,51.1947406,5.1463729,33.0,26.0,365.0,431.0,1628.0,1649.0,84.0,85.0,85.0,84.0,60.0,True
17427186,175,2023-08-08 11:19:08+00:00,51.2255901,4.4404964,20.0,29.0,220.0,269.0,801.0,803.0,82.0,82.0,79.0,79.0,59.0,False
9455138,155,2023-04-21 03:10:17+00:00,51.1798732,3.5762939,13.0,17.0,431.0,496.0,1433.0,1356.0,63.0,55.0,62.0,58.0,19.0,False
4282433,116,2023-08-21 11:20:03+00:00,51.030063,3.7533004,40.0,41.0,186.0,162.0,796.0,802.0,86.0,85.0,84.0,87.0,50.0,False
4210038,155,2023-05-17 06:07:46+00:00,51.0359317,3.7103842,33.0,26.0,186.0,210.0,798.0,805.0,87.0,87.0,87.0,88.0,59.0,False
16995517,116,2023-07-01 11:05:51+00:00,50.8549406,3.6052177,21.0,20.0,503.0,483.0,795.0,794.0,37.0,35.0,28.0,27.0,1.0,True
6656021,116,2023-06-08 20:17:06+00:00,51.0029519,3.7966405,41.0,37.0,193.0,165.0,792.0,792.0,86.0,83.0,90.0,85.0,57.0,False
3768127,116,2023-08-03 15:02:55+00:00,50.9375135,3.7777513,41.0,45.0,334.0,172.0,1179.0,847.0,87.0,87.0,90.0,90.0,60.0,True
6670335,155,2023-06-13 17:36:26+00:00,50.8872828,3.8116509,51.0,42.0,165.0,193.0,801.0,805.0,89.0,90.0,91.0,92.0,6.0,False
14777762,116,2023-06-22 06:07:47+00:00,50.886598,3.8116007,45.0,45.0,331.0,307.0,1496.0,1501.0,88.0,87.0,95.0,92.0,10.0,True
9402213,175,2023-08-10 05:19:45+00:00,51.1247108,5.254106,23.0,25.0,213.0,265.0,800.0,802.0,81.0,83.0,84.0,84.0,60.0,False
13682275,116,2023-07-28 04:24:03+00:00,50.8562364,3.6076258,25.0,25.0,331.0,279.0,798.0,801.0,60.0,56.0,51.0,47.0,48.0,False
17447100,155,2023-08-21 06:34:23+00:00,50.7699426,3.8718818,31.0,33.0,196.0,220.0,792.0,801.0,83.0,86.0,84.0,87.0,46.0,False
637085,155,2023-02-28 06:43:18+00:00,50.742167,3.6020776,16.0,4.0,272.0,327.0,787.0,797.0,65.0,59.0,66.0,59.0,59.0,False
4903600,175,2023-01-30 20:33:31+00:00,51.0845285,5.2335309,32.0,23.0,382.0,451.0,1500.0,1497.0,83.0,84.0,86.0,87.0,60.0,True
8487382,175,2023-06-10 19:29:01+00:00,50.9344075,5.3133948,28.0,40.0,227.0,276.0,818.0,812.0,83.0,83.0,84.0,82.0,61.0,False
5933505,116,2023-02-17 15:46:47+00:00,51.0136886,3.7802623,15.0,28.0,238.0,175.0,799.0,799.0,75.0,77.0,73.0,75.0,6.0,False
15484922,175,2023-02-25 21:13:29+00:00,51.1833368,4.857734,20.0,30.0,376.0,424.0,1498.0,1500.0,81.0,82.0,84.0,85.0,60.0,True
3550890,155,2023-03-27 16:57:07+00:00,51.1808586,3.5751718,27.0,27.0,189.0,207.0,798.0,800.0,83.0,83.0,86.0,85.0,60.0,False
3501719,155,2023-06-08 12:43:18+00:00,51.03958,3.6954727,27.0,39.0,238.0,272.0,802.0,794.0,73.0,70.0,71.0,68.0,59.0,False
8398997,116,2023-08-23 17:43:58+00:00,50.9139928,3.6462075,43.0,41.0,179.0,155.0,816.5,802.0,90.0,87.0,92.0,90.0,57.0,False
1962907,175,2023-02-21 14:02:17+00:00,50.9306736,5.3278309,12.0,14.0,241.0,269.0,804.0,800.0,75.0,82.0,71.0,79.0,11.0,False
4082410,175,2023-05-29 02:44:51+00:00,51.1909131,5.1144261,15.0,25.0,234.0,279.0,803.0,797.0,81.0,83.0,77.0,80.0,60.0,False
7892703,155,2023-05-30 07:31:03+00:00,50.8511448,3.6009728,27.0,25.0,207.0,231.0,800.0,801.0,81.0,80.0,82.0,82.0,61.0,False
3509535,155,2023-06-01 04:12:48+00:00,51.0358716,3.711039,21.0,23.0,317.0,338.0,799.0,804.0,58.0,60.0,58.0,57.0,55.0,False
17540760,155,2023-04-20 22:31:29+00:00,51.0160338,3.7733792,52.0,29.0,0.0,234.0,0.0,795.0,51.0,78.0,63.0,76.0,63.0,True
11911763,175,2023-01-25 20:36:35+00:00,51.0381422,5.2828282,12.0,21.0,379.0,451.0,1746.0,1702.0,82.0,83.0,89.0,88.0,60.0,True
301317,175,2023-02-02 14:23:02+00:00,51.2136998,5.3693333,31.0,36.0,382.0,455.0,1912.0,1940.0,82.0,83.0,83.0,84.0,61.0,True
14451427,175,2023-08-21 12:06:06+00:00,50.9364002,5.307355,30.0,32.0,244.0,338.0,797.0,800.0,78.0,70.0,66.0,58.0,60.0,False
16545182,175,2023-03-01 01:38:23+00:00,51.1905539,5.1124726,9.0,4.0,255.0,307.0,792.0,802.0,76.0,76.0,71.0,70.0,61.0,False
4941068,175,2023-04-15 03:35:28+00:00,51.1920706,5.1228775,15.0,12.0,269.0,272.0,800.0,797.0,73.0,83.0,70.0,81.0,59.0,False
16280635,175,2023-08-03 13:12:17+00:00,50.9504762,5.3292259,27.0,22.0,224.0,279.0,811.0,805.0,81.0,83.0,82.0,82.0,61.0,False
4690375,116,2023-03-07 07:34:03+00:00,51.0354481,3.7116449,21.0,38.0,207.0,172.0,793.0,799.0,77.0,76.0,81.0,79.0,4.0,False
14918271,116,2023-02-13 09:49:28+00:00,51.0364711,3.706506,21.0,30.0,213.0,172.0,805.0,789.0,78.0,77.0,79.0,77.0,55.0,False
7666258,155,2023-09-11 03:02:38+00:00,50.7744257,3.8729226,26.0,28.0,369.0,355.0,791.0,798.0,53.0,56.0,48.0,50.0,50.0,False
14189450,175,2023-07-26 12:35:57+00:00,50.9366654,5.3063915,19.0,20.0,603.0,579.0,799.0,800.0,24.0,23.0,22.0,20.0,59.0,True
7971055,116,2023-02-16 05:27:41+00:00,50.8517035,3.6018073,23.0,36.0,193.0,172.0,801.0,797.0,82.0,76.0,85.0,79.0,55.0,False
4955748,116,2023-07-18 22:46:07+00:00,51.0154787,3.7747767,25.0,29.0,313.0,244.0,801.0,801.0,64.0,62.0,55.0,54.0,5.0,False
13886261,116,2023-06-15 07:05:18+00:00,51.1805749,3.5754831,33.0,37.0,189.0,179.0,804.0,800.0,83.0,77.0,84.0,81.0,40.0,False
4662201,155,2023-09-07 14:12:51+00:00,50.9347445,3.6377376,42.0,50.0,334.0,355.0,1501.0,1496.0,88.0,89.0,91.0,94.0,8.0,True
6599712,116,2023-08-29 15:16:35+00:00,50.9432689,4.038245,38.0,44.0,196.0,165.0,798.0,798.0,83.0,81.0,85.0,85.0,47.0,False
14508092,116,2023-03-07 14:33:57+00:00,51.0228784,3.7602059,11.0,30.0,220.0,175.0,798.0,792.0,77.0,76.0,77.0,75.0,20.0,False
11046143,116,2023-09-08 14:07:01+00:00,50.9432668,4.0392531,46.0,40.0,189.0,165.0,801.0,794.0,84.0,82.0,83.0,82.0,47.0,False
12588552,155,2023-06-27 17:02:04+00:00,51.0359626,3.709858,36.0,34.0,193.0,210.0,799.0,799.0,83.0,85.0,86.0,87.0,9.0,False
2410305,175,2023-01-30 12:41:22+00:00,51.1182371,5.2577242,32.0,20.0,386.0,458.0,1949.0,1910.0,85.0,84.0,90.0,89.0,60.0,True
8431975,116,2023-04-25 15:15:55+00:00,50.7425124,3.6032188,34.0,37.0,193.0,162.0,807.0,800.0,82.0,79.0,87.0,86.0,58.0,False
7097818,175,2023-03-15 04:20:55+00:00,51.1908231,5.1137876,7.0,7.0,241.0,286.0,801.0,799.0,83.0,82.0,81.0,79.0,60.0,False
16458010,116,2023-06-13 01:55:56+00:00,50.9481717,4.0288001,33.0,35.0,234.0,200.0,799.0,800.0,76.0,71.0,71.0,66.0,51.0,False
8905351,175,2023-02-08 21:25:36+00:00,51.2144673,4.4209074,10.0,13.0,231.0,269.0,803.0,796.0,80.0,82.0,79.0,82.0,59.0,False
15076071,175,2023-03-23 15:40:56+00:00,51.1177498,5.2578217,28.0,34.0,196.0,234.0,817.0,812.0,83.0,87.0,87.0,90.0,60.0,False
17377208,116,2023-02-08 16:54:18+00:00,51.1809682,3.5751196,33.0,41.0,186.0,169.0,802.0,804.0,82.0,79.0,86.0,86.0,8.0,False
15887946,175,2023-03-21 10:25:06+00:00,51.2243199,4.4419933,19.0,15.0,258.0,289.0,799.0,804.0,76.0,82.0,74.0,79.0,61.0,False
16908489,155,2023-05-11 15:57:51+00:00,50.7426012,3.6033714,36.0,26.0,210.0,217.0,800.0,801.0,82.0,86.0,84.0,87.0,64.0,False
9913097,155,2023-07-19 03:03:53+00:00,50.774293,3.8730731,23.0,18.0,341.0,376.0,802.0,801.0,53.0,53.0,47.0,49.0,20.0,False
14898490,116,2023-03-24 14:13:25+00:00,51.007803,3.7879158,38.0,34.0,200.0,169.0,843.0,822.0,86.0,88.0,93.0,91.0,50.0,False
15021768,175,2023-06-08 17:52:15+00:00,50.9306997,5.3278364,33.0,41.0,227.0,400.0,867.0,971.0,82.0,82.0,84.0,85.0,60.0,True
2070390,175,2023-06-27 23:05:44+00:00,51.1901541,5.1125918,48.0,69.0,3.0,13.0,0.0,0.0,81.0,76.0,81.0,77.0,60.0,True
4844136,155,2023-02-13 06:01:11+00:00,51.0162645,3.675571,33.0,35.0,220.0,231.0,801.0,801.0,77.0,82.0,77.0,79.0,59.0,False
12294938,155,2023-05-19 03:50:12+00:00,51.0358049,3.7096319,21.0,18.0,207.0,227.0,797.0,802.0,81.0,81.0,84.0,83.0,8.0,False
7386142,155,2023-06-02 11:47:09+00:00,51.0357361,3.7102657,34.0,31.0,238.0,251.0,802.0,797.0,73.0,74.0,71.0,75.0,63.0,False
13980053,155,2023-05-19 01:54:08+00:00,51.0159914,3.773484,15.0,12.0,293.0,379.0,805.0,802.0,67.0,53.0,57.0,53.0,53.0,False
4091408,175,2023-04-16 15:38:20+00:00,51.2038265,5.2347979,31.0,15.0,200.0,241.0,801.0,801.0,82.0,83.0,85.0,86.0,64.0,False
685324,116,2023-02-23 18:07:06+00:00,51.0355108,3.7119186,26.0,46.0,186.0,165.0,794.0,802.0,82.0,81.0,86.0,84.0,7.0,True
13504701,116,2023-05-15 03:21:43+00:00,50.7740305,3.872826,15.0,26.0,286.0,220.0,791.0,794.0,67.0,66.0,61.0,58.0,53.0,False
12836290,175,2023-02-20 18:05:22+00:00,51.1875939,5.0974159,31.0,27.0,196.0,244.0,803.0,812.0,82.0,85.0,89.0,90.0,60.0,False
2748808,116,2023-06-09 02:51:57+00:00,50.9486457,4.0279119,25.0,33.0,213.0,179.0,801.0,802.0,79.0,77.0,77.0,74.0,57.0,False
456008,116,2023-07-24 08:35:12+00:00,50.8991805,3.806732,39.0,37.0,175.0,162.0,794.0,796.0,87.0,85.0,92.0,90.0,11.0,False
8205827,116,2023-02-28 10:56:56+00:00,51.040069,3.6935123,14.0,22.0,244.0,196.0,796.0,801.0,72.0,72.0,68.0,67.0,14.0,False
5781404,116,2023-05-15 14:17:20+00:00,50.9430241,4.0388263,25.0,30.0,224.0,179.0,797.0,798.0,78.0,77.0,77.0,76.0,20.0,False
3556934,116,2023-03-07 16:09:37+00:00,50.8072625,3.8382392,36.0,36.0,317.0,265.0,1404.0,1408.0,85.0,83.0,90.0,85.0,41.0,True
17566710,116,2023-06-13 05:07:08+00:00,50.8804745,3.8124628,42.0,45.0,338.0,320.0,1832.0,1824.0,87.0,81.0,92.0,86.0,2.0,True
11983698,175,2023-05-31 07:40:18+00:00,51.1907777,5.1148127,21.0,34.0,231.0,269.0,801.0,798.0,82.0,81.0,82.0,80.0,63.0,False
9131894,175,2023-06-28 12:26:08+00:00,51.1761266,4.8792733,43.0,37.0,320.0,414.0,1180.0,1206.0,84.0,85.0,85.0,84.0,60.0,True
14499855,155,2023-03-06 16:04:49+00:00,51.0356777,3.7103735,22.0,13.0,207.0,231.0,801.0,796.0,80.0,77.0,79.0,81.0,60.0,False
14752511,175,2023-06-05 19:24:42+00:00,51.0352484,5.313409,50.0,70.0,334.0,13.0,1877.0,0.0,90.0,72.0,92.0,77.0,60.0,True
11915336,116,2023-01-26 17:11:14+00:00,50.9794463,3.8011652,39.0,12.0,175.0,165.0,800.0,802.0,84.0,81.0,87.0,87.0,8.0,True
3992831,175,2023-06-28 13:23:07+00:00,51.2139361,4.4212139,40.0,37.0,414.0,489.0,1813.0,1776.0,83.0,83.0,84.0,84.0,60.0,True
1158344,155,2023-04-29 13:03:38+00:00,51.1805537,3.5755302,28.0,27.0,213.0,234.0,797.0,798.0,83.0,80.0,82.0,84.0,60.0,False
9764300,175,2023-07-08 14:44:17+00:00,51.1903808,5.113929,47.0,41.0,220.0,279.0,798.0,805.0,82.0,81.0,81.0,82.0,60.0,False
10637652,155,2023-08-21 03:43:25+00:00,50.8565366,3.6077287,23.0,27.0,434.0,469.0,1325.0,1287.0,67.0,60.0,64.0,61.0,50.0,True
8089597,155,2023-06-09 05:57:43+00:00,51.0316901,3.7260675,27.0,35.0,231.0,327.0,1233.0,1361.0,86.0,87.0,89.0,90.0,55.0,True
3344330,175,2023-08-23 05:37:23+00:00,51.108346,5.2480935,32.0,27.0,193.0,231.0,813.0,805.0,85.0,83.0,88.0,86.0,61.0,False
5280076,116,2023-03-22 07:41:32+00:00,50.9079889,3.6462911,40.0,36.0,372.0,338.0,1498.0,1499.0,85.0,85.0,90.0,89.0,51.0,True
1987890,175,2023-01-27 15:11:40+00:00,50.9310385,5.3266519,12.0,8.0,455.0,538.0,1395.0,1375.0,76.0,69.0,70.0,62.0,59.0,True
1578564,155,2023-06-20 11:01:10+00:00,51.1804621,3.5756231,43.0,36.0,182.0,207.0,796.0,801.0,86.0,87.0,89.0,89.0,20.0,False
9983832,175,2023-05-31 16:33:38+00:00,51.1548182,5.1939216,42.0,72.0,372.0,445.0,1865.0,1849.0,84.0,87.0,86.0,87.0,51.0,True
