,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,time_diff,corr_iqr_outlier
9557533,155,2023-06-22 21:01:16+00:00,51.0355949,3.709807,34.0,25.0,179.0,207.0,800.0,799.0,86.0,86.0,86.0,87.0,2.0,False
6552183,175,2023-02-24 14:32:22+00:00,51.2235123,4.4424955,13.0,10.0,262.0,334.0,801.0,800.0,77.0,72.0,72.0,66.0,60.0,False
6700516,116,2023-03-22 17:05:43+00:00,51.1809298,3.5751451,29.0,35.0,231.0,182.0,794.0,796.0,77.0,76.0,79.0,77.0,56.0,False
1573065,155,2023-06-06 22:16:39+00:00,50.8629327,4.0583212,36.0,39.0,172.0,203.0,796.0,803.0,86.0,87.0,88.0,89.0,5.0,False
14178579,155,2023-07-17 05:15:17+00:00,50.7427536,3.6039873,33.0,26.0,200.0,238.0,799.0,800.0,81.0,78.0,82.0,79.0,60.0,False
8857348,175,2023-07-18 16:06:31+00:00,51.2150338,4.4212667,32.0,37.0,224.0,272.0,801.0,796.0,82.0,81.0,80.0,81.0,60.0,False
14184001,175,2023-07-04 01:36:30+00:00,51.1906889,5.113057,24.0,25.0,234.0,282.0,798.0,808.0,83.0,83.0,81.0,81.0,59.0,False
16079200,116,2023-07-27 12:21:14+00:00,50.9719393,3.7927918,41.0,44.0,362.0,282.0,1502.0,1498.0,88.0,88.0,93.0,91.0,5.0,True
3368537,116,2023-02-01 08:19:04+00:00,51.021831,3.7624077,26.0,8.0,400.0,355.0,1641.0,1580.0,77.0,78.0,80.0,78.0,1.0,True
2356938,116,2023-06-30 06:01:16+00:00,50.9530333,3.7809776,42.0,43.0,358.0,317.0,1383.0,1498.0,90.0,85.0,96.0,91.0,11.0,False
7203631,116,2023-02-13 05:55:27+00:00,51.030225,3.7455832,28.0,41.0,193.0,165.0,802.0,802.0,82.0,82.0,84.0,84.0,3.0,False
9180387,155,2023-04-15 11:17:32+00:00,51.0162796,3.772506,27.0,20.0,307.0,320.0,799.0,802.0,58.0,61.0,60.0,58.0,60.0,False
3358283,155,2023-02-14 08:11:56+00:00,51.056541,3.7406528,13.0,16.0,255.0,269.0,799.0,804.0,71.0,73.0,71.0,74.0,59.0,False
1358477,116,2023-05-09 20:04:42+00:00,51.1805838,3.5754469,33.0,35.0,217.0,175.0,801.0,799.0,77.0,76.0,81.0,79.0,12.0,False
7044233,116,2023-01-31 15:39:21+00:00,51.0360922,3.7101724,27.0,12.0,213.0,175.0,797.0,793.0,77.0,76.0,77.0,76.0,8.0,False
8216068,116,2023-02-27 08:16:57+00:00,50.9160335,3.6454463,34.0,41.0,186.0,165.0,801.0,800.0,86.0,86.0,90.0,89.0,50.0,False
17010935,155,2023-07-26 07:43:55+00:00,51.1308878,3.6589815,43.0,46.0,296.0,317.0,1655.0,1626.0,92.0,92.0,92.0,94.0,63.0,True
15479040,175,2023-02-12 17:25:50+00:00,51.0350068,5.3161069,25.0,30.0,372.0,445.0,1956.0,1799.0,82.0,84.0,87.0,87.0,60.0,False
8480769,116,2023-06-22 02:23:47+00:00,50.8555026,3.6066684,28.0,31.0,251.0,224.0,798.0,809.0,77.0,68.0,71.0,64.0,20.0,False
17462271,155,2023-08-16 06:48:17+00:00,51.0198715,3.7652817,38.0,36.0,182.0,210.0,768.0,802.0,87.0,88.0,90.0,90.0,7.0,False
11164483,116,2023-04-01 06:49:55+00:00,50.7695928,3.8723345,9.0,8.0,0.0,20.0,0.0,0.0,8.0,6.0,9.0,8.0,3.0,True
4089425,116,2023-04-10 13:53:09+00:00,50.7692021,3.8721163,13.0,12.0,548.0,520.0,803.0,801.0,12.0,11.0,13.0,11.0,275037.0,True
3678252,175,2023-01-23 14:40:49+00:00,50.9969027,5.348442,15.0,28.0,396.0,465.0,1500.0,1497.0,81.0,82.0,84.0,84.0,59.0,True
7269734,175,2023-08-23 02:29:28+00:00,51.1908948,5.1148516,20.0,23.0,500.0,507.0,792.0,798.0,43.0,43.0,41.0,40.0,20.0,False
1292453,155,2023-07-13 10:55:24+00:00,51.0358678,3.7105742,37.0,35.0,207.0,210.0,797.0,802.0,77.0,85.0,74.0,85.0,61.0,False
359079,116,2023-07-28 04:20:03+00:00,50.8562313,3.6076324,25.0,25.0,355.0,296.0,804.0,784.0,57.0,53.0,49.0,43.0,51.0,False
17094299,155,2023-05-17 08:36:53+00:00,50.8467532,3.5982905,29.0,27.0,200.0,220.0,837.0,838.0,86.0,87.0,85.0,86.0,5.0,False
16249933,116,2023-05-25 05:12:33+00:00,50.9439458,3.9856175,33.0,40.0,365.0,331.0,1497.0,1499.0,83.0,78.0,86.0,84.0,55.0,True
7019869,116,2023-02-22 17:52:31+00:00,50.8029595,3.6188917,45.0,45.0,362.0,320.0,1913.0,1894.0,84.0,83.0,87.0,84.0,7.0,True
765076,175,2023-08-24 20:55:17+00:00,51.0337913,5.328941,30.0,36.0,213.0,258.0,814.0,815.0,82.0,82.0,82.0,82.0,60.0,False
14867975,116,2023-03-08 03:14:49+00:00,50.8551606,3.6062228,11.0,25.0,227.0,179.0,795.0,798.0,76.0,76.0,73.0,72.0,56.0,False
3060081,155,2023-06-29 12:25:09+00:00,51.0397838,3.6935461,27.0,36.0,258.0,289.0,807.0,795.0,67.0,66.0,67.0,66.0,41.0,False
6550542,116,2023-02-16 21:59:57+00:00,51.0249236,3.6813156,43.0,38.0,345.0,310.0,1848.0,1864.0,83.0,87.0,89.0,85.0,60.0,True
8203911,116,2023-02-09 04:44:42+00:00,51.1809377,3.5750787,34.0,35.0,203.0,172.0,800.0,802.0,78.0,76.0,81.0,79.0,60.0,False
10285491,155,2023-02-07 02:38:40+00:00,51.0142908,3.7792134,10.0,5.0,434.0,479.0,804.0,802.0,50.0,47.0,43.0,42.0,60.0,False
5541694,116,2023-08-21 08:39:58+00:00,51.0386509,3.7562943,40.0,42.0,365.0,289.0,1498.0,1414.0,85.0,83.0,89.0,86.0,50.0,False
6607619,116,2023-07-27 06:55:32+00:00,50.9917022,3.6406823,37.0,38.0,189.0,162.0,804.0,799.0,83.0,82.0,89.0,88.0,15.0,False
11286478,155,2023-05-04 20:46:51+00:00,51.014183,3.7757218,40.0,40.0,179.0,200.0,803.0,795.0,91.0,90.0,89.0,91.0,3.0,False
14961239,175,2023-02-10 03:57:23+00:00,51.1905512,5.1120097,8.0,11.0,220.0,269.0,803.0,786.0,82.0,82.0,81.0,79.0,59.0,False
465628,175,2023-07-12 13:14:23+00:00,51.1905215,5.1133836,38.0,27.0,227.0,279.0,797.0,798.0,82.0,82.0,82.0,81.0,60.0,False
8903062,155,2023-02-06 02:20:45+00:00,50.8504672,3.6004749,11.0,11.0,265.0,369.0,798.0,800.0,71.0,56.0,70.0,55.0,63.0,False
12021870,116,2023-08-06 09:50:22+00:00,51.0164926,3.7709256,40.0,35.0,355.0,296.0,1501.0,1497.0,83.0,85.0,90.0,89.0,2.0,True
12599306,116,2023-06-29 06:39:53+00:00,51.0356672,3.7106511,38.0,46.0,207.0,165.0,819.0,799.0,83.0,81.0,87.0,85.0,2.0,False
5155295,116,2023-02-16 03:50:40+00:00,50.8511736,3.6011635,13.0,25.0,414.0,348.0,1532.0,1498.0,75.0,75.0,73.0,70.0,55.0,True
15470654,116,2023-02-15 06:43:42+00:00,50.9716552,3.7923987,37.0,34.0,179.0,162.0,807.0,799.0,88.0,90.0,93.0,94.0,7.0,False
8495608,116,2023-08-23 06:25:42+00:00,51.0588064,3.7403125,43.0,46.0,338.0,307.0,1697.0,1701.0,87.0,86.0,92.0,90.0,50.0,True
1219939,175,2023-02-08 12:32:31+00:00,51.1601433,4.672311,31.0,25.0,193.0,238.0,791.0,806.0,83.0,83.0,84.0,83.0,53.0,False
13541995,155,2023-05-03 13:01:08+00:00,51.0398269,3.6934024,27.0,22.0,325.5,365.5,797.0,799.5,60.0,58.0,58.5,57.0,4.0,False
6253444,116,2023-08-06 14:56:57+00:00,51.0396132,3.6941023,23.0,23.0,289.0,238.0,799.0,797.0,67.0,64.0,63.0,62.0,59.0,False
7012020,175,2023-02-23 03:44:40+00:00,51.1907793,5.1138245,12.0,17.0,234.0,262.0,800.0,801.0,77.0,82.0,74.0,80.0,61.0,False
3680105,116,2023-01-31 13:02:27+00:00,51.0164464,3.772317,12.0,8.0,458.0,382.0,799.0,802.0,43.0,41.0,42.0,40.0,21.0,True
9981332,175,2023-05-08 16:45:33+00:00,51.1433482,5.2182616,38.0,53.0,389.0,448.0,1907.0,1929.0,82.0,85.0,84.0,87.0,61.0,True
15514614,155,2023-06-29 07:50:03+00:00,51.0393968,3.755424,35.0,31.0,182.0,193.0,815.0,796.0,84.0,89.0,84.0,89.0,60.0,False
13696983,175,2023-04-16 18:32:21+00:00,51.1566116,4.6403769,28.0,13.0,203.0,248.0,797.0,801.0,81.0,82.0,84.0,82.0,61.0,False
3329357,116,2023-08-01 15:33:36+00:00,50.7425075,3.6032115,28.0,40.0,220.0,172.0,801.0,801.0,77.0,77.0,82.0,79.0,3.0,False
2599102,116,2023-03-21 19:57:07+00:00,51.0364853,3.707596,25.0,23.0,227.0,182.0,793.0,801.0,78.0,77.0,79.0,76.0,8.0,False
17088617,116,2023-05-05 07:04:00+00:00,51.0155485,3.7752194,39.0,44.0,0.0,0.0,0.0,0.0,78.0,77.0,83.0,80.0,40.0,True
17095145,175,2023-05-12 03:36:20+00:00,51.2226091,5.4374255,28.0,30.0,220.0,265.0,803.0,801.0,82.0,82.0,81.0,82.0,60.0,False
1784270,116,2023-05-12 11:57:52+00:00,50.9429275,4.0389397,28.0,41.0,203.0,175.0,806.0,804.0,81.0,78.0,85.0,83.0,5.0,False
8361272,175,2023-08-06 11:16:59+00:00,51.186907,4.8500705,30.0,19.0,200.0,255.0,799.0,798.0,81.0,81.0,83.0,82.0,59.0,False
15374724,175,2023-05-05 00:34:15+00:00,51.190157,5.11268,24.0,22.0,338.0,382.0,800.0,788.0,65.0,65.0,60.0,58.0,59.0,False
11447577,175,2023-04-21 05:40:13+00:00,51.1687666,4.7874764,24.0,12.0,207.0,241.0,796.0,809.0,80.0,82.0,87.0,86.0,60.0,False
1489365,155,2023-04-07 13:58:19+00:00,51.0082673,3.7874207,30.0,30.0,238.0,244.0,798.0,797.0,71.0,78.0,67.0,75.0,40.0,False
650281,116,2023-02-21 12:39:50+00:00,50.8825338,3.811888,40.0,41.0,179.0,155.0,790.0,800.0,86.0,86.0,89.0,87.0,58.0,False
367651,155,2023-08-13 12:30:22+00:00,50.8512301,3.6012705,42.0,33.0,210.0,217.0,794.0,801.0,83.0,86.0,87.0,86.0,60.0,False
2397417,116,2023-01-30 05:27:39+00:00,50.7744177,3.8728869,14.0,10.0,238.0,189.0,797.0,799.0,75.0,73.0,73.0,68.0,2.0,False
1340619,175,2023-05-02 13:10:36+00:00,51.2109052,4.4222645,29.0,26.0,227.0,282.0,801.0,795.0,83.0,84.0,83.0,82.0,63.0,False
5641508,116,2023-06-22 16:23:43+00:00,50.9680206,3.7888238,44.0,43.0,355.0,348.0,1883.0,1922.0,88.0,85.0,92.0,89.0,51.0,True
10475911,116,2023-04-24 20:10:42+00:00,50.7973914,3.8605793,42.0,45.0,345.0,258.0,1318.0,1308.0,84.0,82.0,81.0,81.0,58.0,True
3668424,116,2023-02-07 04:16:13+00:00,51.0151519,3.775476,11.0,13.0,431.0,334.0,798.0,789.0,46.0,46.0,38.0,39.0,58.0,False
8646205,155,2023-06-05 15:12:39+00:00,50.8723258,4.0652085,40.0,36.0,179.0,203.0,799.0,801.0,87.0,86.0,85.0,87.0,56.0,False
13446023,116,2023-07-10 17:00:58+00:00,51.1802605,3.575878,43.0,45.0,196.0,162.0,800.0,785.0,87.0,81.0,87.0,85.0,54.0,False
12050465,155,2023-08-20 12:47:04+00:00,50.7423231,3.6023631,48.0,38.0,189.0,207.0,798.0,804.0,85.0,85.0,88.0,89.0,60.0,False
245128,116,2023-05-20 11:25:04+00:00,51.0130616,3.7806552,25.0,23.0,0.0,17.0,0.0,0.0,23.0,21.0,23.0,20.0,41.0,True
4217440,155,2023-05-11 17:49:49+00:00,51.0550076,3.740986,36.0,28.0,200.0,207.0,788.0,801.0,83.0,87.0,81.0,87.0,63.0,False
2353871,155,2023-06-30 03:11:42+00:00,51.1774332,3.579847,22.0,22.0,227.0,224.0,796.0,799.0,71.0,80.0,71.0,82.0,50.0,False
14119288,116,2023-04-24 06:09:29+00:00,50.8027832,3.8524466,40.0,38.0,207.0,162.0,805.0,798.0,83.0,81.0,85.0,81.0,55.0,False
8881019,175,2023-07-17 11:37:53+00:00,51.2223319,5.4373798,31.0,36.0,272.0,317.0,955.0,888.0,82.0,82.0,82.0,81.0,63.0,True
13428762,116,2023-09-01 08:23:34+00:00,51.01720685,3.76997655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,10.0,True
2544075,155,2023-04-26 04:49:56+00:00,50.89123,4.071955,19.0,16.0,189.0,217.0,801.0,796.0,80.0,79.0,82.0,85.0,60.0,False
13180279,116,2023-04-28 03:12:38+00:00,50.9492175,4.0277323,14.0,25.0,227.0,13.0,800.0,0.0,78.0,20.0,77.0,21.0,15.0,True
658310,175,2023-02-22 16:25:05+00:00,51.1649185,4.7363841,28.0,36.0,386.0,448.0,1882.0,1905.0,81.0,83.0,83.0,84.0,63.0,True
13238673,155,2023-06-15 01:58:08+00:00,50.8559301,3.6072226,24.0,27.0,379.0,417.0,801.0,802.0,51.0,51.0,44.0,44.0,9.0,False
6524843,155,2023-09-08 10:51:11+00:00,51.0132684,3.7806621,22.0,42.0,445.0,13.0,802.0,0.0,46.0,37.0,40.0,39.0,20.0,True
3502015,175,2023-06-08 17:58:12+00:00,50.930677,5.3279536,36.0,34.0,217.0,255.0,800.0,807.0,82.0,82.0,82.0,83.0,54.0,False
10584240,116,2023-03-31 15:44:40+00:00,50.7692046,3.8721012,11.0,10.0,0.0,17.0,0.0,0.0,10.0,7.0,12.0,9.0,2.0,True
1218249,155,2023-02-06 15:46:58+00:00,51.0326916,3.7372649,20.0,29.0,210.0,217.0,801.0,803.0,82.0,87.0,82.0,87.0,61.0,False
330672,116,2023-06-30 05:29:11+00:00,50.7988774,3.8583546,43.0,45.0,362.0,303.0,1394.0,1379.0,82.0,80.0,84.0,81.0,11.0,True
16151183,155,2023-07-06 07:03:04+00:00,51.0403608,3.6877017,27.0,21.0,217.0,248.0,804.0,803.0,76.0,74.0,74.0,76.0,63.0,False
9033834,116,2023-05-11 05:04:24+00:00,50.8690562,3.8149495,37.0,36.0,193.0,169.0,800.0,799.0,85.0,80.0,90.0,85.0,59.0,False
8526619,116,2023-08-17 16:17:57+00:00,50.8990883,3.8067606,45.0,41.0,345.0,324.0,1907.0,1896.0,86.0,83.0,92.0,91.0,47.0,True
4226561,155,2023-05-10 03:06:10+00:00,50.7744317,3.8728178,16.0,22.0,362.0,365.0,793.0,793.0,53.0,55.0,49.0,53.0,31.0,False
4492397,116,2023-06-14 08:14:21+00:00,51.014011100000005,3.7786861,35.0,42.0,211.5,175.0,794.5,799.5,78.0,78.0,78.0,76.5,60.0,False
5041789,116,2023-05-02 07:27:38+00:00,51.0155908,3.7752212,19.0,38.0,217.0,165.0,794.0,795.0,78.0,77.0,82.0,80.0,54.0,True
17416411,116,2023-08-25 06:06:05+00:00,51.0140902,3.7798535,25.0,22.0,0.0,372.0,0.0,798.0,23.0,45.0,24.0,31.0,57.0,True
1390082,155,2023-05-17 02:24:40+00:00,51.0223995,3.761523,20.0,12.0,307.0,341.0,804.0,799.0,60.0,57.0,58.0,56.0,59.0,False
11252413,116,2023-05-10 19:06:53+00:00,50.777928,3.8741928,33.0,38.0,345.0,262.0,1322.0,1293.0,81.0,78.0,82.0,81.0,1.0,True
13413371,175,2023-05-05 11:41:33+00:00,51.1751942,4.4748805,31.0,36.0,210.0,255.0,805.0,801.0,82.0,82.0,84.0,84.0,60.0,False
3218790,155,2023-06-19 14:35:14+00:00,51.0171998,3.7702007,26.0,27.0,500.0,517.0,803.0,810.0,37.0,37.0,31.0,31.0,10.0,True
17398518,175,2023-01-29 15:48:58+00:00,51.1909138,5.1144112,11.0,7.0,265.0,331.0,797.0,802.0,77.0,75.0,71.0,67.0,59.0,False
12945001,155,2023-06-22 07:41:38+00:00,51.0398615,3.6933023,30.0,33.0,203.0,220.0,802.0,801.0,81.0,82.0,80.0,82.0,40.0,False
10643042,175,2023-08-10 18:40:58+00:00,51.1896527,5.1097125,35.0,29.0,210.0,269.0,802.0,807.0,82.0,82.0,82.0,81.0,60.0,False
4414713,175,2023-07-04 02:14:33+00:00,51.1906843,5.113058,23.0,25.0,234.0,282.0,805.0,800.0,83.0,83.0,81.0,81.0,68.0,False
9814176,116,2023-07-19 06:42:12+00:00,51.0399746,3.6934375,22.0,38.0,227.0,175.0,796.0,797.0,77.0,76.0,79.0,77.0,57.0,False
16631145,175,2023-02-10 13:34:38+00:00,51.1357402,4.5590619,13.0,22.0,210.0,262.0,800.0,798.0,81.0,80.0,85.0,84.0,59.0,False
9331618,116,2023-01-26 16:44:01+00:00,50.8390678,3.8168395,41.0,11.0,313.0,258.0,1376.0,1381.0,83.0,84.0,85.0,84.0,55.0,True
10632686,116,2023-08-03 11:39:51+00:00,50.9772339,3.7987773,43.0,44.0,320.0,269.0,1497.0,1498.0,88.0,86.0,92.0,90.0,58.0,True
11777501,175,2023-02-21 02:18:44+00:00,51.1906287,5.1130333,11.0,18.0,262.0,265.0,795.0,798.0,73.0,82.0,72.0,80.0,60.0,False
4703048,175,2023-03-24 19:44:18+00:00,51.0892778,5.2346633,20.0,25.0,207.0,244.0,803.0,799.0,81.0,84.0,86.0,87.0,59.0,False
11692818,175,2023-03-07 03:06:42+00:00,50.93699,5.3071376,6.0,11.0,345.0,289.0,798.0,794.0,61.0,82.0,58.0,79.0,60.0,True
10498309,116,2023-06-08 10:18:54+00:00,51.0160133,3.7744753,31.0,38.0,189.0,169.0,795.0,787.0,85.0,82.0,85.0,82.0,57.0,False
4237347,116,2023-09-12 12:43:26+00:00,51.0399915,3.6934421,39.0,39.0,213.0,172.0,800.0,800.0,78.0,77.0,79.0,77.0,7.0,False
397437,175,2023-01-31 12:31:33+00:00,51.089145,5.2346465,20.0,27.0,403.0,451.0,1494.0,1498.0,83.0,85.0,90.0,87.0,60.0,True
9587727,155,2023-09-12 03:01:12+00:00,50.8507783,3.6009907,22.0,26.0,313.0,320.0,801.0,798.0,59.0,61.0,58.0,60.0,10.0,False
10088575,175,2023-02-16 05:03:37+00:00,51.1906446,5.1147449,9.0,8.0,258.0,286.0,801.0,802.0,73.0,82.0,73.0,76.0,63.0,False
2640573,116,2023-02-20 15:51:25+00:00,50.8518203,3.601949,17.0,25.0,234.0,193.0,803.0,803.0,75.0,72.0,73.0,68.0,56.0,False
349312,175,2023-06-28 06:19:09+00:00,51.2460848,5.5418989,27.0,20.0,231.0,286.0,798.0,794.0,82.0,82.0,82.0,81.0,60.0,False
1033273,116,2023-03-09 15:54:32+00:00,50.9009726,3.8056893,34.0,35.0,186.0,165.0,786.0,817.0,83.0,85.0,83.0,83.0,14.0,False
6436400,175,2023-05-05 20:12:38+00:00,51.2160682,4.4207247,23.0,29.0,238.0,276.0,796.0,793.0,82.0,82.0,79.0,81.0,60.0,False
2561644,175,2023-06-14 15:57:12+00:00,51.2159372,4.4213816,40.0,38.0,213.0,262.0,806.0,793.0,83.0,82.0,81.0,82.0,61.0,False
3326889,155,2023-08-20 09:59:59+00:00,50.9966389,3.6497842,41.0,36.0,200.0,213.0,801.0,803.0,84.0,86.0,86.0,87.0,53.0,False
17360781,116,2023-02-27 05:03:56+00:00,50.7423902,3.602652,7.0,26.0,224.0,179.0,801.0,800.0,77.0,76.0,77.0,75.0,57.0,False
10266286,175,2023-02-13 13:34:07+00:00,51.1358644,4.5605722,24.0,30.0,200.0,238.0,796.0,804.0,83.0,85.0,86.0,87.0,60.0,False
9844831,116,2023-05-30 17:18:01+00:00,50.7423403,3.6026263,39.0,39.0,186.0,162.0,794.0,805.0,83.0,79.0,88.0,86.0,5.0,False
7597838,175,2023-06-05 19:32:39+00:00,51.0602767,5.2284264,48.0,68.0,172.0,13.0,798.0,0.0,96.0,68.0,96.0,76.0,60.0,True
1925682,175,2023-02-14 19:01:56+00:00,51.1689757,4.9891074,29.0,23.0,189.0,234.0,802.0,795.0,85.0,87.0,90.0,90.0,59.0,False
13902096,155,2023-06-14 15:40:39+00:00,50.7423306,3.6026394,42.0,40.0,189.0,210.0,796.0,798.0,86.0,87.0,86.0,87.0,60.0,False
9092507,116,2023-09-11 03:28:36+00:00,50.7748386,3.8730763,28.0,32.0,244.0,196.0,799.0,797.0,75.0,73.0,69.0,66.0,7.0,False
779003,116,2023-04-26 02:55:22+00:00,50.851534,3.6019275,11.0,23.0,286.0,224.0,801.0,806.0,67.0,66.0,63.0,59.0,10.0,False
1178421,116,2023-02-20 10:49:58+00:00,51.04025,3.6937035,20.0,13.0,296.0,244.0,792.0,798.0,65.0,60.0,60.0,56.0,50.0,False
7345192,116,2023-04-21 02:37:40+00:00,51.0162478,3.7723061,16.0,16.0,310.0,251.0,802.0,799.0,66.0,59.0,62.0,52.0,4.0,False
3357642,116,2023-02-08 03:41:59+00:00,51.0155063,3.7747251,6.0,25.0,217.0,175.0,801.0,802.0,78.0,77.0,77.0,74.0,53.0,False
3502612,155,2023-06-09 10:21:57+00:00,51.0400518,3.6949806,28.0,30.0,369.0,403.0,798.0,797.0,52.0,50.0,54.0,55.0,9.0,False
12716292,155,2023-01-30 04:08:39+00:00,51.0399322,3.6934633,18.0,8.0,320.0,338.0,799.0,801.0,52.0,54.0,51.0,52.0,60.0,False
17653674,175,2023-03-05 07:10:54+00:00,50.9367753,5.3057254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,62.0,True
1462268,116,2023-08-21 07:16:10+00:00,51.0342814,3.7152973,35.0,42.0,234.0,169.0,899.0,853.0,81.0,80.0,85.0,84.0,7.0,True
11360606,155,2023-08-18 04:16:33+00:00,51.1491229,3.622834,41.0,32.0,372.0,396.0,1394.0,1402.0,81.0,80.0,81.0,80.0,61.0,True
15101232,175,2023-03-22 09:01:13+00:00,51.1906421,5.1139047,15.0,20.0,238.0,282.0,788.0,798.0,80.0,81.0,77.0,79.0,61.0,False
11216744,175,2023-07-14 04:08:52+00:00,51.1927702,5.1279655,18.0,23.0,414.0,479.0,1573.0,1551.0,81.0,82.0,80.0,81.0,60.0,True
14883410,116,2023-03-02 18:00:28+00:00,50.8508464,3.600792,20.0,40.0,210.0,189.0,871.0,831.0,77.0,76.0,80.0,78.0,2.0,True
16757009,116,2023-02-16 06:20:41+00:00,51.0391061,3.7557344,34.0,43.0,189.0,172.0,809.0,801.0,83.0,80.0,85.0,83.0,54.0,False
3622076,155,2023-02-21 07:45:17+00:00,50.8512141,3.601217,15.0,18.0,286.0,289.0,799.0,804.0,64.0,68.0,66.0,70.0,60.0,False
13129149,116,2023-02-15 08:02:36+00:00,51.0390276,3.696424,12.0,29.0,213.0,172.0,977.0,797.0,77.0,76.0,77.0,75.0,2.0,True
6849643,155,2023-03-07 04:41:11+00:00,50.773639,3.872789,12.0,10.0,369.0,338.0,796.0,801.0,52.0,59.0,47.0,57.0,60.0,False
535796,175,2023-05-08 07:29:21+00:00,51.0399413,5.2647961,39.0,43.0,386.0,451.0,1685.0,1695.0,86.0,87.0,89.0,88.0,60.0,True
2490526,116,2023-04-24 08:30:33+00:00,51.0399959,3.6927745,21.0,25.0,234.0,172.0,803.0,800.0,77.0,76.0,77.0,76.0,5.0,False
1443733,175,2023-08-14 02:36:12+00:00,50.936382,5.3071936,23.0,18.0,300.0,486.0,799.0,799.0,68.0,48.0,61.0,36.0,19.0,False
4351897,175,2023-04-05 14:26:50+00:00,50.937652,5.3059331,15.0,12.0,286.0,514.0,794.0,801.0,69.0,42.0,65.0,28.0,53.0,True
8004777,175,2023-06-28 15:23:14+00:00,51.2406475,5.4827147,41.0,33.0,210.0,258.0,804.0,801.0,83.0,83.0,82.0,82.0,60.0,False
2929248,175,2023-05-05 18:54:33+00:00,51.1930085,5.1297503,30.0,32.0,207.0,248.0,801.0,800.0,83.0,83.0,84.0,84.0,53.0,False
12976582,116,2023-03-14 07:00:08+00:00,50.9535028,3.9031866,40.0,42.0,341.0,286.0,1770.0,1763.0,85.0,84.0,87.0,85.0,55.0,True
15774274,116,2023-03-16 11:15:06+00:00,51.0162908,3.773234,16.0,27.0,217.0,179.0,796.0,794.0,78.0,76.0,75.0,73.0,5.0,False
737994,116,2023-08-20 22:59:57+00:00,51.0154647,3.7746546,29.0,35.0,220.0,179.0,800.0,797.0,79.0,77.0,77.0,76.0,4.0,False
9633749,116,2023-03-17 15:10:04+00:00,51.1805481,3.5755215,33.0,34.0,200.0,172.0,810.0,794.0,78.0,76.0,81.0,78.0,3.0,False
12106398,155,2023-04-20 21:39:35+00:00,51.0161564,3.7741593,49.0,52.0,0.0,17.0,0.0,0.0,73.0,76.0,73.0,75.0,14.0,True
6925652,116,2023-04-27 06:25:13+00:00,51.0390135,3.6931073,16.0,33.0,217.0,169.0,793.0,801.0,77.0,76.0,80.0,79.0,54.0,False
3788993,116,2023-04-25 04:29:31+00:00,50.7826107,3.8748924,26.0,30.0,379.0,338.0,1562.0,1525.0,78.0,78.0,80.0,79.0,9.0,True
9873860,155,2023-05-10 15:24:51+00:00,50.7704216,3.8717253,27.0,18.0,213.0,234.0,800.0,802.0,81.0,82.0,82.0,85.0,49.0,False
658949,155,2023-02-23 01:07:53+00:00,51.0155135,3.7747548,14.0,24.0,341.0,334.0,799.0,800.0,55.0,60.0,54.0,58.0,61.0,False
2358863,155,2023-08-13 12:26:21+00:00,50.8562617,3.6078469,42.0,40.0,362.0,272.0,1294.0,1006.0,85.0,86.0,89.0,90.0,63.0,True
3900058,175,2023-02-19 07:56:51+00:00,51.1906729,5.1148336,22.0,23.0,213.0,262.0,799.0,797.0,81.0,82.0,82.0,82.0,60.0,False
3842125,155,2023-04-21 02:46:10+00:00,51.0733854,3.7327484,20.0,15.0,417.0,458.0,1310.0,1288.0,65.0,59.0,65.0,58.0,60.0,True
2120804,175,2023-04-01 07:01:41+00:00,51.1636446,4.7191834,25.0,24.0,386.0,462.0,1911.0,1936.0,83.0,83.0,82.0,82.0,60.0,True
6559103,116,2023-02-15 06:52:38+00:00,51.0035912,3.7954699,31.0,37.0,341.0,162.0,1375.0,799.0,80.0,79.0,87.0,85.0,10.0,True
8575783,155,2023-04-19 02:02:43+00:00,50.7692518,3.8709205,11.0,11.0,520.0,562.0,800.0,801.0,32.0,26.0,31.0,30.0,10.0,True
2441838,155,2023-08-20 16:30:02+00:00,50.8515317,3.6016617,38.0,40.0,179.0,207.0,787.0,792.0,87.0,87.0,90.0,88.0,53.0,False
6758802,116,2023-08-16 13:37:44+00:00,51.0404267,3.6869717,41.0,41.0,217.0,165.0,801.0,800.0,79.0,83.0,82.0,82.0,6.0,False
12045127,175,2023-08-25 14:36:25+00:00,50.9365262,5.3074237,28.0,26.0,255.0,317.0,802.0,806.0,76.0,75.0,67.0,65.0,60.0,False
13489840,155,2023-07-26 04:48:51+00:00,51.0355967,3.7106458,24.0,28.0,196.0,203.0,832.0,814.0,82.0,85.0,82.0,85.0,53.0,False
13347333,155,2023-07-11 05:02:56+00:00,50.7698414,3.8717529,20.0,30.0,272.0,289.0,803.0,802.0,66.0,67.0,63.0,65.0,56.0,False
