,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,time_diff,week,corr_z_outlier,LOF_status,month
2508884,123,2023-04-26 03:03:55+00:00,51.2263556,5.4382801,28.0,26.0,424.0,393.0,1709.0,1643.0,75.0,81.0,74.0,81.0,60.0,17,corr_ok,lof_ok,April
10897551,116,2023-03-03 13:35:34+00:00,50.8525042,3.6028057,15.0,36.0,244.0,172.0,913.0,799.0,78.0,77.0,81.0,81.0,2.0,9,corr_ok,lof_outlier,March
16070235,116,2023-07-29 05:32:26+00:00,50.8514107,3.6015487,30.0,35.0,217.0,172.0,803.0,796.0,79.0,77.0,82.0,81.0,56.0,30,corr_ok,lof_ok,July
3033836,164,2023-02-05 09:35:20+00:00,51.1326221,4.5263477,15.0,20.0,227.0,220.0,797.0,806.0,81.0,80.0,80.0,81.0,60.0,5,corr_ok,lof_ok,February
7223834,123,2023-01-30 06:01:42+00:00,51.1908717,5.115272,25.0,16.0,224.0,217.0,790.0,798.0,74.0,75.0,0.0,81.0,60.0,5,corr_outlier,lof_ok,January
14041571,164,2023-08-16 06:40:48+00:00,51.2146424,5.3954338,43.5,43.0,394.5,188.0,1953.5,981.5,86.0,0.0,84.0,85.5,9.0,33,corr_outlier,lof_ok,August
13816296,123,2023-02-03 05:42:16+00:00,51.1775055,4.4715025,35.0,36.0,310.0,324.0,1292.0,1300.0,80.0,79.0,79.0,83.0,30.0,5,corr_ok,lof_ok,February
3078873,164,2023-07-28 01:35:21+00:00,51.1906454,5.1130993,25.0,22.0,248.0,244.0,794.0,802.0,82.0,81.0,76.0,76.0,61.0,30,corr_ok,lof_ok,July
4231855,116,2023-05-05 06:51:05+00:00,51.0317946,3.7329874,34.0,41.0,379.0,365.0,1935.0,1922.0,80.0,78.0,80.0,81.0,3.0,18,corr_ok,lof_ok,May
12524628,116,2023-09-11 12:07:31+00:00,51.0154422,3.7747635,37.0,37.0,279.0,213.0,801.0,794.0,70.0,67.0,63.0,59.0,21.0,37,corr_ok,lof_ok,September
15412518,116,2023-05-09 18:54:38+00:00,50.9964381,3.649197,38.0,37.0,186.0,162.0,803.0,793.0,85.0,84.0,89.0,89.0,60.0,19,corr_ok,lof_ok,May
4253677,164,2023-08-06 14:08:53+00:00,51.1679054,4.9808645,31.0,0.0,379.0,0.0,1547.0,0.0,85.0,0.0,84.0,84.0,10.0,31,corr_outlier,lof_ok,August
9297460,116,2023-02-13 16:30:31+00:00,50.9282337,3.7818632,42.0,47.0,320.0,282.0,1700.0,1710.0,90.0,86.0,93.0,89.0,52.0,7,corr_ok,lof_ok,February
15389627,116,2023-05-17 07:13:04+00:00,51.0369974,3.7035288,30.0,41.0,186.0,172.0,799.0,800.0,87.0,82.0,89.0,84.0,17.0,20,corr_ok,lof_ok,May
12842779,164,2023-02-08 03:13:06+00:00,51.1907019,5.1128552,2.0,6.0,244.0,227.0,799.0,798.0,82.0,81.0,76.0,76.0,60.0,6,corr_ok,lof_outlier,February
9713993,116,2023-06-28 03:10:36+00:00,50.7749547,3.8732381,28.0,29.0,262.0,203.0,805.0,797.0,74.0,72.0,69.0,66.0,40.0,26,corr_ok,lof_ok,June
6397336,164,2023-07-12 08:34:50+00:00,51.1623527,4.7013915,41.0,39.0,227.0,220.0,870.0,863.0,83.0,82.0,81.0,81.0,9.0,28,corr_ok,lof_ok,July
2332493,116,2023-06-27 13:23:28+00:00,51.0358502,3.7104591,33.0,41.0,231.0,182.0,801.0,795.0,79.0,77.0,80.0,77.0,11.0,26,corr_ok,lof_ok,June
7961099,116,2023-02-24 02:09:14+00:00,51.0397646,3.6940749,27.0,31.0,203.0,179.0,799.0,800.0,79.0,76.0,82.0,74.0,13.0,8,corr_ok,lof_outlier,February
17207969,116,2023-07-31 16:07:16+00:00,50.8028404,3.6189028,43.0,42.0,362.0,317.0,1855.0,1850.0,84.0,86.0,87.0,84.0,56.0,31,corr_ok,lof_ok,July
16854705,164,2023-07-23 17:25:35+00:00,51.1692898,4.7930705,35.0,0.0,345.0,355.0,1146.0,0.0,83.0,82.0,81.0,81.0,50.0,29,corr_outlier,lof_outlier,July
3580184,123,2023-03-02 10:43:07+00:00,51.1807921,4.827828,37.0,31.0,420.0,376.0,1732.0,1620.0,71.0,80.0,0.0,80.0,60.0,9,corr_outlier,lof_ok,March
7842070,164,2023-07-10 02:12:51+00:00,51.190012,5.1118983,23.0,0.0,318.5,0.0,799.5,0.0,67.0,0.0,53.0,54.5,10.0,28,corr_outlier,lof_ok,July
6411634,116,2023-07-24 02:54:58+00:00,50.855292,3.606435,25.0,31.0,231.0,175.0,800.0,803.0,79.0,77.0,78.0,77.0,54.0,30,corr_ok,lof_ok,July
3937091,116,2023-06-07 08:18:04+00:00,51.0024943,3.7975421,38.0,38.0,193.0,169.0,810.0,798.0,82.0,82.0,87.0,83.0,58.0,23,corr_ok,lof_ok,June
11144899,164,2023-07-28 16:50:39+00:00,51.1918815,5.1222595,47.0,38.0,207.0,207.0,800.0,798.0,86.0,81.0,87.0,85.0,60.0,30,corr_ok,lof_ok,July
5314635,123,2023-05-06 19:55:17+00:00,51.0373291,5.2912895,42.0,36.0,351.0,355.0,1500.0,1498.0,83.0,83.0,85.0,87.0,61.0,18,corr_ok,lof_ok,May
14895188,116,2023-03-06 06:32:47+00:00,50.7423752,3.6026636,13.0,31.0,213.0,175.0,796.0,798.0,77.0,76.0,79.0,76.0,58.0,10,corr_ok,lof_ok,March
34247,164,2023-08-02 16:39:24+00:00,51.1674712,4.7701792,37.0,40.0,207.0,200.0,794.0,800.0,86.0,83.0,82.0,83.0,65.0,31,corr_ok,lof_ok,August
10322597,116,2023-02-27 09:46:01+00:00,50.8513912,3.6014385,11.0,28.0,217.0,175.0,792.0,797.0,77.0,76.0,79.0,76.0,49.0,9,corr_ok,lof_ok,February
11142247,116,2023-07-31 01:22:46+00:00,51.0153066,3.7752641,26.0,25.0,251.0,193.0,803.0,801.0,75.0,74.0,71.0,69.0,4.0,31,corr_ok,lof_ok,July
16718250,116,2023-09-11 17:43:36+00:00,50.8552085,3.6062817,38.0,40.0,203.0,172.0,794.0,798.0,79.0,78.0,82.0,81.0,17.0,37,corr_ok,lof_ok,September
10249205,116,2023-03-02 12:07:25+00:00,51.0407097,3.6863365,12.0,27.0,248.0,196.0,809.0,805.0,72.0,72.0,73.0,71.0,7.0,9,corr_ok,lof_outlier,March
14899355,116,2023-03-21 08:18:03+00:00,51.1582024,3.6086878,38.0,41.0,386.0,341.0,1499.0,1499.0,83.0,79.0,87.0,83.0,12.0,12,corr_ok,lof_ok,March
5986188,164,2023-06-11 12:28:52+00:00,51.1394486,4.5733904,47.0,50.0,369.0,338.0,1505.0,1488.0,84.0,88.0,83.0,89.0,53.0,23,corr_ok,lof_ok,June
662717,123,2023-02-28 03:47:53+00:00,51.1986899,5.1845915,44.0,36.0,510.0,424.0,1938.0,1928.0,56.0,80.0,0.0,74.0,36986.0,9,corr_outlier,lof_outlier,February
11672195,123,2023-03-17 06:28:39+00:00,51.1360119,4.5600284,26.0,26.0,251.0,200.0,799.0,806.0,67.0,80.0,69.0,81.0,60.0,11,corr_ok,lof_ok,March
296278,123,2023-02-26 00:30:02+00:00,51.1896124,5.1093884,46.0,55.0,3.0,3.0,0.0,0.0,67.0,76.0,69.0,77.0,61.0,8,corr_ok,lof_ok,February
8748290,123,2023-05-22 07:14:02+00:00,50.9306375,5.3278229,36.0,37.0,217.0,210.0,798.0,806.0,77.0,81.0,79.0,82.0,33.0,21,corr_ok,lof_ok,May
13713560,164,2023-03-30 13:01:05+00:00,51.2155231,4.4212215,25.0,28.0,231.0,244.0,795.0,799.0,81.0,79.0,77.0,76.0,49.0,13,corr_ok,lof_ok,March
8516863,164,2023-08-10 07:23:52+00:00,51.1691676,4.7922095,36.0,40.0,213.0,220.0,795.0,796.0,82.0,80.0,82.0,82.0,60.0,32,corr_ok,lof_ok,August
9657034,164,2023-05-29 12:30:26+00:00,51.0457257,5.2476261,41.0,40.0,403.0,382.0,1424.0,1401.0,82.0,83.0,80.0,84.0,60.0,22,corr_ok,lof_ok,May
1100872,123,2023-03-21 16:36:33+00:00,50.9325579,5.3210943,26.0,20.0,279.0,220.0,799.0,806.0,62.0,78.0,63.0,76.0,60.0,12,corr_ok,lof_outlier,March
1790986,164,2023-05-16 03:15:29+00:00,51.2460565,5.5414225,13.0,17.0,227.0,227.0,797.0,799.0,82.0,80.0,77.0,80.0,60.0,20,corr_ok,lof_ok,May
9632532,123,2023-03-05 08:16:56+00:00,51.1853989,4.4447291,27.0,27.0,414.0,365.0,1519.0,1517.0,71.0,83.0,0.0,82.0,61.0,9,corr_outlier,lof_ok,March
1830700,164,2023-03-29 09:38:17+00:00,51.0385949,5.2776404,36.0,14.333333333333334,389.3333333333333,123.0,1894.0,1937.0,85.0,54.66666666666666,88.33333333333333,92.0,10.0,13,corr_ok,lof_ok,March
10641024,164,2023-08-03 14:21:37+00:00,51.2437236,5.5161455,33.0,28.0,393.0,372.0,1505.0,1498.0,83.0,82.0,79.0,81.0,59.0,31,corr_ok,lof_ok,August
12217470,116,2023-06-20 12:16:09+00:00,51.0134096,3.7806101,23.0,27.0,476.0,17.0,798.0,0.0,46.0,25.0,32.0,23.0,5.0,25,corr_outlier,lof_ok,June
15599894,116,2023-08-07 06:35:04+00:00,50.7698966,3.8718496,34.0,45.0,193.0,165.0,798.0,796.0,82.0,83.0,87.0,86.0,5.0,32,corr_ok,lof_ok,August
11746394,116,2023-08-30 08:01:17+00:00,51.0225438,3.7609334,28.0,35.0,210.0,179.0,801.0,793.0,83.0,78.0,81.0,77.0,5.0,35,corr_ok,lof_ok,August
10222882,164,2023-03-02 00:20:33+00:00,51.1908113,5.1138055,6.0,17.0,286.0,265.0,797.0,801.0,72.0,76.0,62.0,68.0,61.0,9,corr_ok,lof_ok,March
8336757,116,2023-08-07 02:39:54+00:00,50.8567817,3.6081166,21.0,31.0,220.0,175.0,804.0,803.0,79.0,77.0,80.0,77.0,55.0,32,corr_ok,lof_ok,August
6416849,164,2023-07-11 05:23:01+00:00,51.0338026,5.3290381,43.0,38.0,389.0,400.0,1511.0,1872.0,84.0,80.0,83.0,82.0,60.0,28,corr_ok,lof_ok,July
8239733,116,2023-02-07 16:07:20+00:00,51.0135207,3.6736468,29.0,40.0,358.0,341.0,1851.0,1835.0,81.0,79.0,83.0,82.0,54.0,6,corr_ok,lof_ok,February
13123764,164,2023-02-25 10:22:28+00:00,51.2413211,5.4900467,32.333333333333336,38.0,397.3333333333333,389.3333333333333,1896.0,1266.0,82.0,53.333333333333336,80.33333333333333,79.33333333333333,10.0,8,corr_ok,lof_ok,February
15539666,116,2023-07-29 08:17:32+00:00,50.909988,3.6466738,40.0,38.0,182.0,162.0,803.0,807.0,85.0,82.0,90.0,89.0,57.0,30,corr_ok,lof_ok,July
1731042,164,2023-07-10 16:26:04+00:00,51.1357287,4.5491591,50.0,21.0,212.0,105.0,820.0,803.5,87.5,86.0,86.0,87.0,9.0,28,corr_outlier,lof_outlier,July
5131117,123,2023-02-05 20:52:25+00:00,50.9314494,5.3248735,22.0,26.0,213.0,203.0,796.0,808.0,75.0,78.0,77.0,84.0,60.0,5,corr_ok,lof_outlier,February
14223626,116,2023-05-08 17:52:49+00:00,51.1802556,3.5758726,36.0,38.0,193.0,162.0,801.0,803.0,82.0,81.0,89.0,87.0,1.0,19,corr_ok,lof_ok,May
10299065,116,2023-02-22 16:50:25+00:00,50.9024167,3.6452727,41.0,41.0,320.0,213.0,1425.0,1310.0,87.0,87.0,91.0,89.0,57.0,8,corr_ok,lof_ok,February
4254696,116,2023-08-09 03:39:45+00:00,50.765973,3.8701174,28.0,28.0,282.0,17.0,802.0,0.0,70.0,25.0,64.0,30.0,56.0,32,corr_ok,lof_ok,August
7834261,116,2023-07-10 18:59:06+00:00,50.7422054,3.6020023,42.0,45.0,200.0,172.0,798.0,800.0,86.0,77.0,86.0,80.0,2.0,28,corr_ok,lof_ok,July
1636377,123,2023-03-26 17:39:36+00:00,51.1784693,4.8217121,35.0,30.0,200.0,189.0,808.0,797.0,78.0,81.0,81.0,82.0,59.0,12,corr_ok,lof_ok,March
8196194,123,2023-02-06 16:05:01+00:00,51.1921409,5.1237836,33.0,26.0,189.0,200.0,813.0,808.0,81.0,80.0,80.0,81.0,50.0,6,corr_ok,lof_ok,February
14442891,164,2023-08-20 04:36:09+00:00,51.1653911,4.7421409,27.0,18.5,415.5,196.5,1899.0,1903.0,82.0,40.5,82.0,83.0,20.0,33,corr_ok,lof_ok,August
2491323,116,2023-04-25 05:40:26+00:00,50.9475347,3.6324857,39.0,46.0,313.0,238.0,1251.0,1248.0,87.0,85.0,89.0,87.0,56.0,17,corr_ok,lof_ok,April
13335032,164,2023-07-01 16:06:22+00:00,51.215412,4.4205851,31.0,44.0,227.0,3.0,799.0,0.0,82.0,34.0,78.0,47.0,60.0,26,corr_ok,lof_ok,July
2883291,164,2023-07-19 08:56:16+00:00,51.2160257,4.4212363,32.0,38.0,238.0,244.0,800.0,790.0,81.0,79.0,79.0,80.0,30.0,29,corr_ok,lof_ok,July
9151148,164,2023-06-29 03:51:46+00:00,51.1907781,5.1138229,26.0,27.0,241.0,234.0,800.0,798.0,82.0,81.0,77.0,79.0,59.0,26,corr_ok,lof_ok,June
11104407,164,2023-02-25 16:29:30+00:00,51.2220753,5.4373125,18.0,33.0,224.0,227.0,801.0,797.0,81.0,79.0,79.0,79.0,60.0,8,corr_ok,lof_ok,February
3552951,116,2023-03-21 19:29:06+00:00,51.0396862,3.6947586,31.0,31.0,224.0,182.0,799.0,794.0,77.0,76.0,79.0,77.0,10.0,12,corr_ok,lof_ok,March
17373693,116,2023-02-13 10:42:33+00:00,50.8629306,3.8134856,34.0,37.0,341.0,286.0,1558.0,1537.0,84.0,82.0,87.0,86.0,7.0,7,corr_ok,lof_ok,February
17155592,164,2023-02-05 09:37:21+00:00,51.134928,4.550288,12.0,18.0,234.0,224.0,801.0,797.0,81.0,80.0,79.0,81.0,61.0,5,corr_ok,lof_ok,February
16238670,116,2023-05-17 01:38:52+00:00,50.9490052,4.0272346,19.0,29.0,220.0,179.0,802.0,801.0,78.0,77.0,77.0,75.0,13.0,20,corr_ok,lof_ok,May
10463635,116,2023-04-28 06:53:26+00:00,50.9465628,4.0314937,37.0,20.0,200.0,17.0,849.0,0.0,86.0,16.0,92.0,20.0,42.0,17,corr_outlier,lof_ok,April
17663781,123,2023-05-06 17:53:08+00:00,51.0337277,5.3298718,38.0,32.0,189.0,200.0,808.0,791.0,85.0,81.0,89.0,87.0,50.0,18,corr_ok,lof_ok,May
14329412,164,2023-02-18 12:34:50+00:00,51.1636758,4.7191414,24.0,20.5,386.0,365.5,1762.5,1775.0,83.0,82.0,78.5,79.5,20.0,7,corr_ok,lof_ok,February
10748959,116,2023-06-14 18:23:22+00:00,51.0398825,3.6941012,33.0,41.0,213.0,175.0,804.0,801.0,78.0,77.0,79.0,77.0,58.0,24,corr_ok,lof_ok,June
7974425,164,2023-02-04 22:25:42+00:00,51.1334217,4.4772774,16.0,19.0,231.0,220.0,810.0,799.0,81.0,80.0,79.0,82.0,60.0,5,corr_ok,lof_ok,February
8675870,116,2023-06-06 11:52:04+00:00,50.7421949,3.602004,41.0,41.0,193.0,162.0,804.0,795.0,81.0,80.0,84.0,84.0,12.0,23,corr_ok,lof_ok,June
13521149,116,2023-05-23 12:53:32+00:00,50.9484489,4.028054,29.0,36.0,213.0,175.0,797.0,817.0,81.0,77.0,79.0,76.0,53.0,21,corr_ok,lof_ok,May
5440244,116,2023-02-01 18:57:37+00:00,50.8245377,3.611972,37.0,20.0,379.0,310.0,1500.0,1498.0,79.0,83.0,84.0,85.0,53.0,5,corr_ok,lof_ok,February
13996263,164,2023-08-25 14:49:01+00:00,50.9493307,5.3278578,36.0,40.0,196.0,186.0,795.0,795.0,85.0,85.0,85.0,87.0,60.0,34,corr_ok,lof_ok,August
15247944,164,2023-08-09 18:36:02+00:00,51.2420179,5.4976097,38.0,23.5,400.0,343.0,1882.0,1902.0,83.0,86.0,79.5,84.5,10.0,32,corr_ok,lof_ok,August
15058711,116,2023-06-09 17:04:10+00:00,50.9963052,3.6489253,46.0,43.0,186.0,162.0,801.0,802.0,85.0,83.0,89.0,90.0,29.0,23,corr_ok,lof_ok,June
13346528,116,2023-07-08 11:24:36+00:00,51.0140988,3.7797762,42.0,41.0,224.0,165.0,794.0,799.0,80.0,83.0,80.0,82.0,41.0,27,corr_ok,lof_ok,July
15061861,164,2023-06-12 18:26:10+00:00,51.1885059,5.102702,42.0,39.0,231.0,231.0,801.0,797.0,83.0,80.0,82.0,80.0,61.0,24,corr_ok,lof_ok,June
5530272,116,2023-08-08 14:06:57+00:00,50.778273,3.8743118,40.0,37.0,372.0,362.0,1720.0,1681.0,83.0,81.0,83.0,81.0,5.0,32,corr_ok,lof_ok,August
12034243,116,2023-08-21 03:21:06+00:00,51.0885328,3.7194267,28.0,37.0,217.0,172.0,791.0,794.0,78.0,77.0,82.0,77.0,8.0,34,corr_ok,lof_ok,August
696773,123,2023-01-27 07:32:21+00:00,50.9350994,5.3115267,10.0,15.0,279.0,255.0,797.0,796.0,61.0,66.0,0.0,71.0,50.0,4,corr_outlier,lof_outlier,January
11831816,164,2023-02-06 07:59:39+00:00,51.1906773,5.1150278,13.0,8.0,224.0,220.0,795.0,803.0,81.0,79.0,79.0,80.0,53.0,6,corr_ok,lof_ok,February
13939651,116,2023-03-04 11:57:15+00:00,51.1805453,3.5754809,26.0,35.0,200.0,175.0,799.0,799.0,78.0,76.0,82.0,81.0,58.0,9,corr_ok,lof_ok,March
5248368,164,2023-06-01 12:30:17+00:00,51.1592367,4.6599318,40.0,39.0,417.0,389.0,1737.0,1748.0,82.0,83.0,77.0,82.0,59.0,22,corr_ok,lof_ok,June
7762540,164,2023-07-30 14:08:04+00:00,51.169646,4.9507404,58.0,42.0,382.0,351.0,1933.0,1934.0,86.0,84.0,84.0,88.0,40.0,30,corr_ok,lof_ok,July
13356237,123,2023-05-12 17:40:21+00:00,51.1764567,4.8166322,36.0,37.0,196.0,203.0,800.0,792.0,80.0,82.0,84.0,85.0,61.0,19,corr_ok,lof_ok,May
17033590,116,2023-07-21 12:02:38+00:00,50.7706005,3.8722071,33.0,45.0,203.0,169.0,795.0,800.0,80.0,77.0,83.0,82.0,61.0,29,corr_ok,lof_ok,July
4922256,116,2023-07-31 15:34:15+00:00,50.9967994,3.6502163,43.0,38.0,186.0,158.0,807.0,818.0,86.0,85.0,89.0,87.0,4.0,31,corr_ok,lof_ok,July
11747342,164,2023-07-27 12:10:09+00:00,51.2144837,4.421176,27.0,35.0,253.0,253.0,818.5,835.0,82.0,80.0,80.0,79.5,11.0,30,corr_ok,lof_ok,July
2704458,164,2023-01-25 18:59:31+00:00,51.1882874,5.1015324,7.0,11.0,244.0,238.0,794.0,801.0,81.0,80.0,82.0,81.0,30.0,4,corr_ok,lof_ok,January
15920496,116,2023-02-01 16:57:39+00:00,50.8721216,3.8149349,34.0,13.0,186.0,169.0,797.0,799.0,81.0,82.0,84.0,84.0,6.0,5,corr_ok,lof_ok,February
5962603,116,2023-06-09 13:48:36+00:00,51.015741,3.7741277,33.0,43.0,217.0,182.0,799.0,803.0,79.0,77.0,74.0,70.0,58.0,23,corr_ok,lof_ok,June
15734844,164,2023-06-17 10:37:49+00:00,50.936345,5.307408,30.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0,23.0,31.0,10.0,24,corr_outlier,lof_outlier,June
11265473,164,2023-05-15 15:31:58+00:00,51.1905086,5.114237,20.0,18.0,238.0,241.0,799.0,800.0,81.0,79.0,77.0,76.0,60.0,20,corr_ok,lof_outlier,May
6538750,164,2023-09-06 12:25:50+00:00,51.1360161,4.560117,41.0,47.0,234.0,244.0,828.0,846.0,82.0,81.0,82.0,85.0,60.0,36,corr_ok,lof_ok,September
1824795,164,2023-09-12 02:47:37+00:00,51.1906585,5.1130113,22.0,28.0,248.0,238.0,798.0,807.0,81.0,81.0,76.0,77.0,61.0,37,corr_ok,lof_ok,September
9757190,116,2023-07-11 06:07:09+00:00,51.0360188,3.709916,39.0,45.0,193.0,169.0,804.0,800.0,85.0,81.0,88.0,85.0,48.0,28,corr_ok,lof_ok,July
15696141,116,2023-06-05 13:17:47+00:00,51.0224064,3.7608025,34.0,33.0,224.0,172.0,807.0,792.0,78.0,77.0,78.0,75.0,48.0,23,corr_ok,lof_ok,June
12308213,116,2023-03-02 00:11:15+00:00,51.0144661,3.7785921,17.0,29.0,210.0,175.0,808.0,811.0,79.0,79.0,79.0,76.0,43.0,9,corr_ok,lof_outlier,March
12224107,116,2023-06-06 02:19:01+00:00,50.8545147,3.605348,21.0,21.0,286.0,238.0,801.0,797.0,66.0,62.0,58.0,56.0,10.0,23,corr_ok,lof_ok,June
8263335,116,2023-01-25 03:37:25+00:00,50.8548163,3.6057488,10.0,2.0,313.0,255.0,798.0,801.0,60.0,58.0,55.0,53.0,7.0,4,corr_ok,lof_ok,January
14988729,116,2023-01-24 05:13:27+00:00,50.7708226,3.8717495,13.0,6.0,220.0,182.0,813.0,801.0,77.0,76.0,80.0,77.0,51.0,4,corr_ok,lof_ok,January
2867922,116,2023-07-21 14:42:34+00:00,50.9865805,3.8028531,40.0,45.0,262.0,207.0,1200.0,1192.0,90.0,89.0,94.0,90.0,60.0,29,corr_ok,lof_ok,July
11106823,116,2023-06-29 15:50:11+00:00,50.7740897,3.8729015,47.0,52.0,0.0,0.0,0.0,0.0,83.0,80.0,84.0,81.0,10.0,26,corr_ok,lof_ok,June
6956753,116,2023-06-14 11:16:25+00:00,50.8402326,3.8177002,50.0,45.0,286.0,248.0,1453.0,1456.0,88.0,86.0,87.0,85.0,59.0,24,corr_ok,lof_ok,June
5698737,116,2023-07-12 15:46:38+00:00,50.9960723,3.8021234,46.0,37.0,179.0,158.0,800.0,794.0,83.0,82.0,91.0,90.0,49.0,28,corr_ok,lof_ok,July
7686052,116,2023-09-11 07:15:35+00:00,51.0151793,3.7765263,61.0,66.0,0.0,3.0,0.0,0.0,78.0,74.0,82.0,76.0,60.0,37,corr_ok,lof_ok,September
13438128,164,2023-07-11 15:45:31+00:00,51.1809383,4.46504,59.333333333333336,0.0,357.0,0.0,1444.0,607.6666666666666,87.0,0.0,86.33333333333333,84.33333333333333,21.0,28,corr_outlier,lof_ok,July
5829396,116,2023-09-11 04:43:37+00:00,50.7748385,3.8730791,29.0,34.0,217.0,172.0,801.0,806.0,79.0,77.0,78.0,76.0,5.0,37,corr_ok,lof_ok,September
16987912,164,2023-07-02 03:18:08+00:00,51.1907586,5.1137965,23.0,0.0,238.0,0.0,799.0,0.0,82.0,0.0,74.0,64.0,10.0,26,corr_outlier,lof_ok,July
4393371,164,2023-01-26 03:32:39+00:00,50.9342727,5.3143939,2.0,6.0,286.0,262.0,800.0,806.0,76.0,78.0,68.0,72.0,61.0,4,corr_ok,lof_ok,January
16732869,164,2023-02-04 09:24:28+00:00,51.1674422,4.7702414,36.0,26.0,400.0,372.0,1930.0,1940.0,85.0,85.0,80.0,82.0,60.0,5,corr_ok,lof_ok,February
9914033,164,2023-07-22 04:48:41+00:00,51.1743785,4.8988986,25.0,38.0,427.0,410.0,1499.0,1497.0,83.0,81.0,77.0,79.0,61.0,29,corr_ok,lof_ok,July
12370174,164,2023-07-01 14:44:23+00:00,51.12516,5.2534697,43.0,48.0,193.0,3.0,807.0,0.0,88.0,37.0,84.0,52.0,59.0,26,corr_outlier,lof_outlier,July
10408600,164,2023-08-24 13:35:21+00:00,50.9375637,5.3063848,25.0,0.0,320.0,0.0,798.0,801.0,67.0,0.0,54.0,57.0,10.0,34,corr_outlier,lof_ok,August
17441255,116,2023-08-01 15:31:42+00:00,50.7425013,3.603195,28.0,40.0,224.0,175.0,794.0,800.0,77.0,77.0,83.0,79.0,3.0,31,corr_ok,lof_ok,August
17651958,123,2023-03-16 20:54:28+00:00,51.1910274,5.116976,37.0,28.0,189.0,189.0,797.0,799.0,79.0,81.0,83.0,82.0,59.0,11,corr_ok,lof_ok,March
16160552,164,2023-07-11 14:32:09+00:00,51.2216829,5.4372368,51.0,43.0,220.0,220.0,800.0,800.0,83.0,80.0,80.0,81.0,53.0,28,corr_ok,lof_ok,July
13077352,164,2023-08-20 06:18:56+00:00,50.991019,5.3487417,34.0,42.0,403.0,393.0,1825.0,1845.0,81.0,81.0,84.0,87.0,9.0,33,corr_ok,lof_ok,August
1013557,164,2023-02-15 14:17:19+00:00,51.0005138,5.34826,34.0,41.0,403.0,379.0,1506.0,1498.0,83.0,83.0,82.0,84.0,60.0,7,corr_ok,lof_ok,February
17677615,123,2023-05-18 07:57:38+00:00,51.1906261,5.1148568,31.0,32.0,220.0,213.0,799.0,792.0,77.0,81.0,79.0,83.0,60.0,20,corr_ok,lof_ok,May
6985333,116,2023-02-22 05:48:04+00:00,50.8159477,3.8269798,33.0,32.0,351.0,324.0,1873.0,1836.0,85.0,83.0,88.0,88.0,20.0,8,corr_ok,lof_ok,February
3955254,116,2023-06-12 01:43:59+00:00,50.8550691,3.6060793,27.0,31.0,244.0,182.0,801.0,798.0,75.0,74.0,70.0,67.0,8.0,24,corr_ok,lof_ok,June
953118,123,2023-05-19 02:56:51+00:00,51.1900623,5.1119437,22.0,25.0,300.0,248.0,803.0,795.0,58.0,74.0,57.0,70.0,61.0,20,corr_ok,lof_ok,May
16942635,123,2023-05-09 18:21:56+00:00,51.2436032,5.5148477,43.0,33.0,396.0,386.0,1723.0,1730.0,76.0,85.0,74.0,81.0,60.0,19,corr_ok,lof_outlier,May
8073594,116,2023-06-05 05:14:38+00:00,50.7664338,3.8701538,20.0,26.0,286.0,227.0,809.0,800.0,65.0,63.0,59.0,57.0,48.0,23,corr_ok,lof_ok,June
3758710,164,2023-08-24 14:39:14+00:00,51.1168312,5.2579874,36.0,40.0,396.0,372.0,1500.0,1500.0,83.0,81.0,84.0,87.0,61.0,34,corr_ok,lof_ok,August
13855034,164,2023-01-24 07:57:58+00:00,51.1906893,5.1150321,15.0,7.0,248.0,244.0,800.0,799.0,81.0,80.0,77.0,80.0,11.0,4,corr_ok,lof_ok,January
17267450,116,2023-03-15 06:00:49+00:00,50.9510829,3.7797477,36.0,36.0,248.0,276.0,1507.0,1499.0,91.0,92.0,97.0,96.0,1.0,11,corr_ok,lof_ok,March
10366057,164,2023-08-20 01:48:41+00:00,51.1903655,5.1132412,22.0,26.0,379.0,369.0,797.0,803.0,58.0,58.0,44.0,46.0,35.0,33,corr_ok,lof_ok,August
16683152,123,2023-01-31 21:55:40+00:00,51.2159711,4.4209054,21.0,13.0,238.0,217.0,794.0,800.0,68.0,74.0,71.0,77.0,59.0,5,corr_ok,lof_ok,January
7036418,116,2023-02-03 03:16:08+00:00,50.7740256,3.8727276,11.0,10.0,552.0,500.0,798.0,799.0,26.0,26.0,25.0,25.0,12.0,5,corr_ok,lof_ok,February
15894992,164,2023-02-01 19:08:35+00:00,51.1907726,5.1136016,14.0,13.0,242.5,232.5,798.5,796.5,83.0,82.0,77.5,78.5,30.0,5,corr_ok,lof_ok,February
7015221,164,2023-02-07 08:23:47+00:00,51.1664155,4.7564762,26.0,15.0,417.0,396.0,1903.0,1902.0,82.0,82.0,81.0,82.0,63.0,6,corr_ok,lof_ok,February
