,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,time_diff,week,corr_z_outlier,LOF_status,month
8683624,116,2023-06-13 07:08:08+00:00,51.0164056,3.7729506,33.0,40.0,220.0,179.0,817.0,794.0,77.0,76.0,79.0,77.0,3.0,24,corr_ok,lof_ok,June
2407275,123,2023-01-26 21:59:22+00:00,51.1881891,5.1010475,27.0,17.0,210.0,203.0,802.0,796.0,76.0,77.0,77.0,82.0,60.0,4,corr_ok,lof_ok,January
15003235,164,2023-01-23 11:04:44+00:00,51.1905139,5.1140066,17.0,8.0,231.0,224.0,798.0,802.0,82.0,80.0,79.0,82.0,60.0,4,corr_ok,lof_ok,January
8448700,116,2023-04-24 12:22:29+00:00,50.8707173,3.8148171,33.0,34.0,196.0,162.0,802.0,802.0,85.0,80.0,90.0,84.0,54.0,17,corr_ok,lof_ok,April
2295753,116,2023-09-04 08:31:15+00:00,51.021661,3.7627484,38.0,37.0,365.0,186.0,865.0,860.0,80.0,80.0,79.0,77.0,56.0,36,corr_ok,lof_ok,September
3851390,116,2023-09-05 03:51:02+00:00,50.7748816,3.8732434,23.0,31.0,224.0,179.0,807.0,802.0,78.0,77.0,76.0,74.0,59.0,36,corr_ok,lof_ok,September
12485328,123,2023-05-25 13:56:36+00:00,51.1678158,4.9793864,65.0,61.0,355.0,345.0,1499.0,1496.0,82.0,87.0,89.0,90.0,60.0,21,corr_ok,lof_ok,May
17384177,164,2023-01-27 00:28:53+00:00,51.1909297,5.1141702,16.0,7.0,255.0,0.0,803.0,789.0,82.0,81.0,74.0,76.0,11.0,4,corr_ok,lof_outlier,January
14785522,116,2023-06-21 12:22:32+00:00,50.969658,3.7902713,45.0,40.0,365.0,313.0,1554.0,1523.0,87.0,85.0,92.0,89.0,57.0,25,corr_ok,lof_ok,June
2820953,123,2023-05-13 13:08:01+00:00,51.1012337,5.237255,63.0,49.0,307.0,334.0,1318.0,1404.0,88.0,95.0,87.0,95.0,61.0,19,corr_ok,lof_outlier,May
17040777,123,2023-05-26 03:06:39+00:00,51.1907522,5.1154421,23.0,27.0,286.0,241.0,793.5,801.0,61.0,76.0,58.5,75.5,50.0,21,corr_ok,lof_ok,May
8251439,116,2023-02-01 05:27:00+00:00,50.7744256,3.8729096,15.0,8.0,213.0,182.0,794.0,800.0,78.0,77.0,78.0,74.0,58.0,5,corr_ok,lof_ok,February
2694340,116,2023-02-23 04:19:55+00:00,50.7425483,3.6032443,22.0,31.0,217.0,175.0,803.0,796.0,77.0,76.0,79.0,77.0,4.0,8,corr_ok,lof_ok,February
14217468,164,2023-05-11 15:29:18+00:00,51.2220621,5.4373509,28.0,51.0,217.0,3.0,800.0,0.0,82.0,37.0,80.0,54.0,60.0,19,corr_ok,lof_ok,May
6250646,164,2023-08-27 13:49:35+00:00,50.9368264,5.3109938,29.0,38.0,207.0,207.0,801.0,801.0,82.0,80.0,79.0,82.0,60.0,34,corr_ok,lof_ok,August
11808355,116,2023-02-13 22:42:33+00:00,50.8633783,3.8135413,31.0,33.0,313.0,172.0,1358.0,1138.0,85.0,84.0,85.0,85.0,50.0,7,corr_ok,lof_ok,February
6262569,164,2023-08-09 17:18:24+00:00,51.187957,4.4423598,43.5,23.0,386.0,356.5,1716.5,879.0,86.0,43.0,83.5,86.5,10.0,32,corr_ok,lof_ok,August
8718049,116,2023-03-22 16:49:46+00:00,51.1805906,3.5755274,37.0,36.0,196.0,172.0,804.0,797.0,81.0,78.0,85.0,83.0,4.0,12,corr_ok,lof_ok,March
15968233,116,2023-01-24 16:15:52+00:00,50.7786169,3.87443,38.0,13.0,196.0,172.0,810.0,800.0,83.0,85.0,86.0,88.0,7.0,4,corr_ok,lof_ok,January
7273353,164,2023-08-06 18:22:54+00:00,51.1687556,4.7878865,30.0,14.0,378.0,241.33333333333331,1544.0,493.6666666666667,81.66666666666667,53.66666666666666,81.0,82.66666666666667,9.0,31,corr_ok,lof_ok,August
12944742,116,2023-06-21 11:31:31+00:00,51.0357013,3.7105224,34.0,39.0,234.0,179.0,795.0,803.0,79.0,77.0,79.0,77.0,4.0,25,corr_ok,lof_outlier,June
14840222,116,2023-05-06 09:47:13+00:00,50.7422116,3.6021278,41.0,40.0,189.0,165.0,795.0,801.0,82.0,82.0,88.0,86.0,2.0,18,corr_ok,lof_ok,May
4576065,123,2023-05-13 12:34:01+00:00,50.9306486,5.3276531,45.0,38.0,217.0,200.0,804.0,799.0,77.0,81.0,77.0,88.0,53.0,19,corr_ok,lof_outlier,May
4057671,123,2023-03-04 13:49:06+00:00,51.1906139,5.1148168,36.0,31.0,213.0,193.0,800.0,797.0,78.0,78.0,0.0,84.0,62.0,9,corr_outlier,lof_ok,March
8517026,164,2023-08-10 18:37:33+00:00,51.1908459,5.1150111,33.0,36.0,241.0,238.0,799.0,801.0,81.0,80.0,78.0,76.0,59.0,32,corr_ok,lof_ok,August
441554,116,2023-07-12 13:16:48+00:00,51.0400145,3.6934364,37.0,37.0,220.0,182.0,792.0,800.0,78.0,76.0,79.0,76.0,9.0,28,corr_ok,lof_ok,July
8935735,116,2023-02-13 06:48:33+00:00,50.8452463,3.8180745,41.0,33.0,296.0,251.0,1407.0,1420.0,86.0,86.0,90.0,86.0,13.0,7,corr_ok,lof_ok,February
3598213,116,2023-03-03 03:50:28+00:00,50.8438511,3.6004594,13.0,25.0,400.0,365.0,1696.0,1679.0,80.0,77.0,78.0,76.0,8.0,9,corr_ok,lof_ok,March
12023262,164,2023-08-10 21:00:35+00:00,51.0465693,5.2456063,41.0,44.0,362.0,327.0,1426.0,1451.0,86.0,85.0,87.0,90.0,60.0,32,corr_ok,lof_ok,August
15473257,164,2023-02-02 15:14:31+00:00,51.1992913,5.1905817,33.0,30.0,414.0,386.0,1913.0,1909.0,81.0,81.0,82.0,82.0,64.0,5,corr_ok,lof_ok,February
14390285,164,2023-07-30 16:14:08+00:00,51.1989655,5.1874152,44.0,40.0,207.0,200.0,790.0,800.0,83.0,83.0,82.0,84.0,61.0,30,corr_ok,lof_ok,July
10383678,116,2023-08-23 13:42:53+00:00,50.9085327,3.6463946,46.0,41.0,175.0,165.0,1067.0,799.0,85.0,84.0,91.0,90.0,52.0,34,corr_ok,lof_ok,August
16990658,164,2023-07-07 13:47:52+00:00,51.1862347,4.453036,61.0,46.0,286.0,324.0,1060.0,1257.0,91.0,86.0,89.0,85.0,40.0,27,corr_ok,lof_outlier,July
2202374,164,2023-05-15 15:07:01+00:00,51.1905211,5.1142339,24.0,31.0,224.0,224.0,798.0,802.0,82.0,79.0,78.0,79.0,21.0,20,corr_ok,lof_outlier,May
16639742,116,2023-02-10 11:15:12+00:00,51.0358019,3.7100411,14.0,29.0,217.0,179.0,799.0,799.0,77.0,77.0,75.0,74.0,53.0,6,corr_ok,lof_ok,February
2390964,164,2023-04-16 06:30:29+00:00,51.1416609,4.578294,17.0,42.0,382.0,358.0,1424.0,1413.0,82.0,82.0,82.0,82.0,60.0,15,corr_ok,lof_ok,April
3817530,123,2023-04-05 14:22:33+00:00,51.2418624,5.4958414,41.0,37.0,414.0,203.0,1629.0,1490.0,76.0,82.0,71.0,81.0,59.0,14,corr_ok,lof_ok,April
12616923,116,2023-08-31 07:24:02+00:00,51.027157,3.7512817,31.0,42.0,207.0,172.0,799.0,802.0,81.0,78.0,84.0,80.0,56.0,35,corr_ok,lof_ok,August
4940631,164,2023-04-16 03:56:16+00:00,51.213608,5.3671831,16.0,42.5,429.0,215.5,1883.0,921.5,82.0,80.0,77.0,75.5,44.0,15,corr_outlier,lof_outlier,April
10625364,116,2023-08-07 09:36:57+00:00,50.9633234,3.7858305,42.0,43.0,172.0,162.0,793.0,804.0,87.0,87.0,92.0,89.0,6.0,32,corr_ok,lof_ok,August
5067320,123,2023-05-03 08:43:55+00:00,51.1804968,4.8267629,32.0,29.0,403.0,331.0,1550.0,1344.0,77.0,81.0,78.0,80.0,60.0,18,corr_ok,lof_ok,May
11574573,123,2023-05-22 12:19:03+00:00,51.1256536,5.2526591,61.0,51.0,182.0,200.0,799.0,806.0,85.0,85.0,81.0,85.0,60.0,21,corr_ok,lof_ok,May
5101006,164,2023-09-11 11:58:48+00:00,51.1904518,5.1135944,43.0,47.0,220.0,220.0,796.0,799.0,83.0,81.0,83.0,85.0,59.0,37,corr_ok,lof_ok,September
11329854,164,2023-08-27 13:13:30+00:00,51.1685074,5.1659692,25.0,37.0,203.0,196.0,803.0,803.0,84.0,86.0,84.0,87.0,61.0,34,corr_ok,lof_ok,August
2821313,116,2023-05-20 11:19:24+00:00,51.013378,3.7804394,25.0,23.0,0.0,17.0,0.0,0.0,23.0,21.0,23.0,22.0,60.0,20,corr_ok,lof_ok,May
84064,123,2023-04-18 13:59:25+00:00,51.246119,5.5421744,28.0,30.0,238.0,220.0,799.0,787.0,75.0,81.0,79.0,81.0,59.0,16,corr_ok,lof_ok,April
8974354,116,2023-01-25 08:23:24+00:00,51.0166261,3.7715968,23.0,7.0,140.5,155.0,404.0,563.0,80.0,85.0,80.0,83.0,4.0,4,corr_ok,lof_outlier,January
5697162,164,2023-07-24 17:23:58+00:00,51.1354114,4.5543544,28.0,38.0,220.0,217.0,804.0,800.0,87.0,83.0,85.0,84.0,61.0,30,corr_ok,lof_ok,July
1098160,116,2023-03-29 14:23:12+00:00,50.7692314,3.8721138,26.0,30.0,234.0,179.0,783.0,791.0,79.0,77.0,80.0,76.0,53.0,13,corr_ok,lof_ok,March
9339084,123,2023-01-30 16:35:52+00:00,51.0384399,5.2796431,31.0,31.0,376.0,351.0,1497.0,1498.0,77.0,82.0,0.0,85.0,61.0,5,corr_outlier,lof_ok,January
8673097,116,2023-06-05 17:22:55+00:00,50.7423516,3.6026557,40.0,41.0,203.0,165.0,792.0,794.0,78.0,78.0,84.0,82.0,55.0,23,corr_ok,lof_ok,June
5125603,116,2023-09-08 14:32:13+00:00,50.9063039,4.0592491,50.0,45.0,179.0,158.0,827.0,805.0,88.0,87.0,92.0,91.0,9.0,36,corr_ok,lof_ok,September
1218676,116,2023-02-07 09:23:20+00:00,51.1070216,3.702438,34.0,33.0,345.0,300.0,1496.0,1497.0,86.0,81.0,92.0,89.0,60.0,6,corr_ok,lof_ok,February
8874315,116,2023-07-21 06:59:36+00:00,51.03579796666667,3.7109021666666666,34.0,37.0,197.33333333333331,167.66666666666666,807.3333333333334,798.3333333333334,85.0,84.0,86.0,84.33333333333333,11.0,29,corr_ok,lof_ok,July
11042719,116,2023-01-23 18:37:09+00:00,51.0399582,3.6927943,12.0,8.0,213.0,175.0,808.0,798.0,77.0,83.0,79.0,84.0,3.0,4,corr_ok,lof_ok,January
4035841,116,2023-03-04 10:15:17+00:00,51.1546469,3.6148105,43.0,34.0,186.0,172.0,791.0,798.0,85.0,83.0,87.0,87.0,58.0,9,corr_ok,lof_ok,March
8874627,164,2023-07-23 06:25:26+00:00,51.0347991,5.3184047,35.0,40.0,405.0,396.0,1741.0,1939.0,85.0,83.0,83.5,86.0,47.0,29,corr_ok,lof_ok,July
6835404,123,2023-03-20 13:32:13+00:00,51.1506801,4.6170772,37.0,36.0,220.0,186.0,800.0,795.0,75.0,82.0,70.0,82.0,40.0,12,corr_ok,lof_ok,March
11340209,116,2023-08-03 11:06:55+00:00,50.7783805,3.874347,37.0,38.0,372.0,355.0,1716.0,1710.0,80.0,80.0,81.0,81.0,4.0,31,corr_ok,lof_ok,August
4187978,164,2023-05-02 00:38:57+00:00,50.9365178,5.3067158,17.0,18.0,241.0,234.0,798.0,800.0,82.0,81.0,77.0,77.0,59.0,18,corr_ok,lof_ok,May
7872298,116,2023-05-08 01:23:34+00:00,50.8545092,3.605311,13.0,28.0,503.0,17.0,801.0,0.0,35.0,23.0,30.0,25.0,60.0,19,corr_outlier,lof_ok,May
11594099,164,2023-09-07 13:46:09+00:00,51.1891996,4.8417234,47.0,46.0,372.0,358.0,1277.0,1286.0,85.0,86.0,83.0,85.0,61.0,36,corr_ok,lof_ok,September
3135438,116,2023-03-21 17:56:02+00:00,50.742357,3.6025657,34.0,40.0,220.0,172.0,798.0,800.0,78.0,77.0,82.0,81.0,3.0,12,corr_ok,lof_ok,March
10503255,164,2023-06-14 16:28:17+00:00,51.1839155,5.1411185,40.25,0.0,395.25,184.5,1661.5,0.0,83.0,0.0,81.25,84.0,10.0,24,corr_outlier,lof_ok,June
3250800,116,2023-03-17 13:35:42+00:00,51.0165298,3.7726761,29.0,31.0,217.0,179.0,806.0,797.0,78.0,75.0,73.0,70.0,11.0,11,corr_ok,lof_ok,March
11077099,123,2023-02-04 13:20:41+00:00,51.1700263,4.4694652,30.0,20.0,241.0,6.0,878.0,0.0,76.0,16.0,75.0,35.0,59.0,5,corr_outlier,lof_outlier,February
11884020,116,2023-07-19 06:10:07+00:00,51.0369371,3.7048365,31.0,45.0,210.0,165.0,797.0,796.0,81.0,81.0,84.0,82.0,49.0,29,corr_ok,lof_ok,July
3746993,116,2023-08-17 04:50:59+00:00,50.8925286,3.8104484,33.0,43.0,203.0,169.0,807.0,800.0,80.0,82.0,84.0,82.0,57.0,33,corr_ok,lof_ok,August
14688951,116,2023-02-10 12:33:26+00:00,50.7423458,3.6027274,15.0,34.0,217.0,175.0,801.0,802.0,77.0,76.0,80.0,77.0,17.0,6,corr_ok,lof_ok,February
9664080,164,2023-02-15 16:13:25+00:00,51.1907752,5.1147135,18.0,17.0,244.0,241.0,795.0,803.0,81.0,79.0,77.0,76.0,60.0,7,corr_ok,lof_ok,February
16294218,116,2023-08-22 10:10:35+00:00,50.798165,3.8594543,43.0,41.0,320.0,251.0,1431.0,1487.0,85.0,82.0,89.0,87.0,1.0,34,corr_ok,lof_ok,August
12819479,123,2023-02-01 16:49:35+00:00,51.1905298,5.1143328,32.0,30.0,200.0,196.0,800.0,793.0,78.0,78.0,80.0,83.0,60.0,5,corr_ok,lof_ok,February
8956807,164,2023-01-29 12:11:18+00:00,51.2103015,4.4225695,15.0,11.0,324.0,238.0,1192.0,816.0,83.0,81.0,79.0,79.0,63.0,4,corr_ok,lof_outlier,January
13125304,116,2023-02-15 06:25:31+00:00,50.879136,3.812882,23.0,42.0,365.0,324.0,1702.0,1686.0,82.0,80.0,87.0,82.0,51.0,7,corr_ok,lof_ok,February
6602553,164,2023-08-29 03:16:20+00:00,51.1908518,5.114143,16.0,0.0,238.0,0.0,801.0,0.0,82.0,0.0,76.0,78.0,21.0,35,corr_outlier,lof_ok,August
6703614,116,2023-03-31 22:58:45+00:00,50.7692262,3.8721078,10.0,8.0,0.0,17.0,0.0,0.0,9.0,7.0,11.0,9.0,2.0,13,corr_ok,lof_ok,March
7698750,123,2023-02-05 20:41:27+00:00,51.0161675,5.3486579,41.0,37.0,355.0,348.0,1864.0,1872.0,80.0,80.0,79.0,84.0,60.0,5,corr_ok,lof_ok,February
1633157,116,2023-03-23 06:03:39+00:00,51.1069972,3.702485,37.0,33.0,369.0,320.0,1491.0,1499.0,90.0,87.0,97.0,95.0,46.0,12,corr_ok,lof_ok,March
9137457,116,2023-06-27 16:24:28+00:00,50.7658142,3.8701145,36.0,40.0,207.0,172.0,803.0,799.0,82.0,80.0,86.0,85.0,62.0,26,corr_ok,lof_ok,June
2801326,123,2023-03-22 18:22:11+00:00,51.1921782,5.1235727,32.0,21.0,241.0,224.0,911.0,893.0,77.0,82.0,77.0,81.0,63.0,12,corr_ok,lof_outlier,March
242486,116,2023-03-10 06:58:36+00:00,51.1801997,3.5759128,31.0,38.0,200.0,169.0,793.0,797.0,77.0,77.0,83.0,81.0,42.0,10,corr_ok,lof_ok,March
6369973,116,2023-07-19 09:15:18+00:00,51.0399892,3.6934489,22.0,36.0,231.0,175.0,797.0,799.0,77.0,76.0,79.0,77.0,60.0,29,corr_ok,lof_ok,July
187517,116,2023-06-16 15:18:52+00:00,50.9788168,3.8006016,48.0,43.0,172.0,162.0,799.0,799.0,89.0,87.0,95.0,93.0,4.0,24,corr_ok,lof_ok,June
15407289,116,2023-05-24 07:57:02+00:00,51.01583,3.7754419,52.0,58.0,0.0,3.0,0.0,0.0,74.0,73.0,77.0,75.0,56.0,21,corr_ok,lof_ok,May
8527247,164,2023-08-18 23:10:43+00:00,51.1896751,5.1101265,63.0,0.0,10.0,0.0,0.0,826.0,81.0,78.0,77.0,76.0,10.0,33,corr_outlier,lof_ok,August
16549956,123,2023-03-20 17:49:17+00:00,51.1851971,4.8352102,26.0,23.0,393.0,345.0,1566.0,1544.0,73.0,82.0,74.0,81.0,60.0,12,corr_ok,lof_ok,March
11793786,116,2023-02-03 12:28:32+00:00,51.0136157,3.7800234,53.0,13.0,0.0,244.0,0.0,801.0,43.0,60.0,52.0,57.0,5.0,5,corr_outlier,lof_outlier,February
8785324,116,2023-03-17 05:50:58+00:00,50.8914859,4.0714681,27.0,35.0,193.0,169.0,799.0,799.0,79.0,77.0,85.0,82.0,11.0,11,corr_ok,lof_ok,March
15936784,116,2023-02-27 18:50:11+00:00,51.1066348,3.7032364,41.0,36.0,348.0,262.0,1501.0,1496.0,90.0,90.0,98.0,97.0,2.0,9,corr_ok,lof_ok,February
3110967,164,2023-03-03 01:04:21+00:00,51.1908291,5.1138349,5.0,16.0,258.0,241.0,804.0,801.0,78.0,81.0,72.0,77.0,61.0,9,corr_ok,lof_ok,March
7265065,164,2023-08-06 13:50:10+00:00,51.1912881,5.1184763,35.0,18.0,211.5,106.5,800.5,400.0,81.5,39.0,85.5,85.0,30.0,31,corr_ok,lof_ok,August
6921686,123,2023-04-25 14:00:30+00:00,51.1908662,5.1153775,24.0,28.0,227.0,231.0,798.0,800.0,77.0,79.0,78.0,81.0,61.0,17,corr_ok,lof_ok,April
6542593,164,2023-02-16 17:06:17+00:00,51.1794344,5.0515047,33.5,39.0,401.5,186.0,1867.5,953.0,82.0,40.5,80.0,80.5,32.0,7,corr_ok,lof_ok,February
9230847,116,2023-03-07 07:42:07+00:00,51.0354417,3.7116243,17.0,36.0,207.0,175.0,811.0,799.0,77.0,76.0,79.0,77.0,15.0,10,corr_ok,lof_ok,March
9020597,116,2023-05-15 15:38:06+00:00,50.9099217,3.9294908,38.0,34.0,182.0,165.0,852.0,824.0,88.0,86.0,94.0,90.0,44.0,20,corr_ok,lof_ok,May
15900671,116,2023-02-28 16:18:50+00:00,51.0236293,3.757914,35.0,38.0,175.0,162.0,803.0,797.0,88.0,85.0,93.0,90.0,51.0,9,corr_ok,lof_ok,February
2125242,164,2023-07-06 14:52:47+00:00,51.171244,4.9333095,52.5,0.0,379.0,0.0,1963.0,0.0,86.0,0.0,82.0,85.5,10.0,27,corr_outlier,lof_ok,July
4979990,116,2023-07-19 18:09:24+00:00,50.7936065,3.8651596,42.0,48.0,313.0,255.0,1373.0,1352.0,86.0,87.0,92.0,89.0,59.0,29,corr_ok,lof_ok,July
768079,116,2023-08-08 13:40:53+00:00,50.8687159,3.8147174,41.0,33.5,186.0,0.0,804.0,0.0,86.0,40.0,89.5,83.5,6.0,32,corr_ok,lof_ok,August
8049230,123,2023-04-09 12:25:53+00:00,51.2316254,5.4392692,37.0,31.0,213.0,196.0,796.0,797.0,78.0,83.0,77.0,82.0,60.0,14,corr_ok,lof_ok,April
16250461,116,2023-05-15 04:42:50+00:00,50.7744035,3.8729596,17.0,28.0,227.0,175.0,800.0,808.0,78.0,77.0,77.0,75.0,9.0,20,corr_ok,lof_ok,May
3647084,164,2023-02-03 17:23:26+00:00,51.0355804,5.309842,36.0,25.0,382.0,355.0,1618.0,1609.0,85.0,85.0,82.0,85.0,60.0,5,corr_ok,lof_ok,February
2868878,164,2023-07-25 14:42:06+00:00,51.1831093,4.4482839,38.5,0.0,412.0,0.0,1685.0,0.0,82.5,0.0,81.5,84.0,11.0,30,corr_outlier,lof_ok,July
2253681,123,2023-05-16 15:35:54+00:00,51.1359714,4.5618283,41.0,37.0,182.0,196.0,811.0,808.0,87.0,87.0,89.0,90.0,61.0,20,corr_ok,lof_ok,May
15987110,116,2023-09-07 21:04:36+00:00,50.766653,3.8701811,38.0,38.0,189.0,169.0,805.0,799.0,83.0,80.0,85.0,84.0,57.0,36,corr_ok,lof_ok,September
12585839,164,2023-06-28 13:11:10+00:00,51.2124396,4.4216886,41.0,38.0,220.0,224.0,793.0,801.0,83.0,80.0,81.0,81.0,60.0,26,corr_ok,lof_ok,June
16485800,164,2023-03-31 15:00:09+00:00,51.2017615,4.3801357,15.0,0.0,237.5,0.0,803.5,401.5,83.0,0.0,80.5,80.0,10.0,13,corr_outlier,lof_outlier,March
8470832,164,2023-06-08 06:55:12+00:00,51.1904364,5.113692,19.0,28.0,251.0,248.0,798.0,797.0,81.0,80.0,76.0,77.0,60.0,23,corr_ok,lof_ok,June
8638966,116,2023-06-13 10:05:13+00:00,51.0165923,3.7723497,35.0,42.0,217.0,179.0,805.0,797.0,78.0,77.0,78.0,76.0,5.0,24,corr_ok,lof_ok,June
15275481,116,2023-04-25 05:41:27+00:00,50.9368986,3.6368407,37.0,37.0,255.0,186.0,1022.0,1018.0,85.0,84.0,87.0,84.0,57.0,17,corr_ok,lof_ok,April
5384257,116,2023-03-01 14:35:23+00:00,51.0968393,3.7160109,30.0,43.0,338.0,327.0,1924.0,1910.0,86.0,86.0,90.0,87.0,13.0,9,corr_ok,lof_ok,March
7156975,116,2023-02-20 06:02:49+00:00,51.1196007,3.6771354,43.0,37.0,327.0,303.0,1643.0,1659.0,87.0,86.0,91.0,86.0,57.0,8,corr_ok,lof_ok,February
10147490,116,2023-07-27 14:57:20+00:00,50.9006302,3.8058192,40.0,43.0,203.0,165.0,793.0,804.0,83.0,83.0,84.0,85.0,48.0,30,corr_ok,lof_ok,July
10752836,116,2023-06-08 07:23:53+00:00,50.8816823,3.8120649,36.0,38.0,296.0,234.0,1296.0,1286.0,86.0,83.0,89.0,85.0,5.0,23,corr_ok,lof_ok,June
1728274,164,2023-07-03 05:11:32+00:00,51.2033867,5.2306283,28.0,37.0,386.0,379.0,1679.0,1684.0,85.0,82.0,81.0,81.0,9.0,27,corr_ok,lof_ok,July
2944917,116,2023-05-12 14:18:39+00:00,50.9432823,4.0392765,22.0,36.0,220.0,179.0,786.0,802.0,78.0,77.0,78.0,75.0,16.0,19,corr_ok,lof_ok,May
13935395,116,2023-03-04 21:54:24+00:00,51.1808827,3.575135,22.0,33.0,193.0,172.0,804.0,793.0,81.0,77.0,82.0,82.0,59.0,9,corr_ok,lof_ok,March
437168,116,2023-07-11 02:00:10+00:00,51.0414246,3.6829944,40.0,39.0,220.0,175.0,797.0,802.0,78.0,77.0,80.0,78.0,56.0,28,corr_ok,lof_ok,July
15305655,164,2023-04-18 16:13:21+00:00,50.9369994,5.3071465,15.0,15.0,434.0,427.0,801.0,800.0,51.0,50.0,41.0,46.0,59.0,16,corr_ok,lof_ok,April
5532922,164,2023-08-18 16:25:04+00:00,51.1818481,4.8610327,48.0,42.0,200.0,200.0,811.0,802.0,86.0,85.0,84.0,87.0,60.0,33,corr_ok,lof_ok,August
10969526,164,2023-02-07 23:42:53+00:00,51.190666,5.1128327,3.0,6.0,269.0,258.0,799.0,802.0,76.0,78.0,68.0,73.0,50.0,6,corr_ok,lof_ok,February
1424095,164,2023-08-03 20:36:58+00:00,51.1417123,4.5367116,30.0,0.0,379.0,184.5,1515.5,779.0,85.0,0.0,82.0,82.0,10.0,31,corr_outlier,lof_ok,August
7915291,123,2023-05-12 10:47:22+00:00,51.2461778,5.5428189,35.0,30.0,220.0,210.0,801.0,795.0,73.0,81.0,77.0,81.0,63.0,19,corr_ok,lof_ok,May
7838683,164,2023-07-02 12:03:37+00:00,50.9308357,5.3274695,30.0,33.0,227.0,227.0,796.0,800.0,81.0,79.0,79.0,81.0,60.0,26,corr_ok,lof_ok,July
1178332,116,2023-02-20 07:57:01+00:00,51.1806004,3.5755347,24.0,29.0,217.0,175.0,793.0,797.0,77.0,76.0,77.0,75.0,11.0,8,corr_ok,lof_ok,February
5080000,116,2023-05-31 13:52:32+00:00,51.0414009,3.6831397,35.0,45.0,248.0,175.0,928.0,818.0,79.0,77.0,78.0,77.0,58.0,22,corr_ok,lof_outlier,May
11462919,116,2023-06-05 14:26:52+00:00,51.0407607,3.6857403,36.0,34.0,217.0,169.0,800.0,792.0,78.0,77.0,82.0,79.0,57.0,23,corr_ok,lof_ok,June
10547359,116,2023-06-07 16:49:12+00:00,50.774484,3.8730679,38.0,40.0,207.0,172.0,805.0,802.0,79.0,77.0,81.0,80.0,1.0,23,corr_ok,lof_ok,June
16683040,116,2023-01-31 17:11:17+00:00,50.8683973,3.8142807,33.0,16.0,200.0,169.0,802.0,793.0,80.0,78.0,84.0,85.0,46.0,5,corr_ok,lof_ok,January
12034213,116,2023-08-21 08:06:03+00:00,51.1807977,3.5751635,37.0,44.0,213.0,172.0,794.0,803.0,78.0,77.0,81.0,80.0,53.0,34,corr_ok,lof_ok,August
5331081,123,2023-03-03 20:25:56+00:00,51.2323994,5.4394081,31.0,33.0,272.0,217.0,798.0,836.0,65.0,80.0,0.0,81.0,61.0,9,corr_outlier,lof_ok,March
2136807,164,2023-07-23 11:33:24+00:00,51.1488577,4.6100627,37.0,0.0,414.0,0.0,1723.0,0.0,83.0,0.0,81.0,81.0,11.0,29,corr_outlier,lof_ok,July
2548993,116,2023-06-22 09:09:32+00:00,51.0398315,3.6941379,41.0,37.0,241.0,186.0,803.0,804.0,78.0,76.0,79.0,76.0,42.0,25,corr_ok,lof_outlier,June
3363001,116,2023-02-13 10:53:36+00:00,50.7752992,3.8736636,36.0,36.0,172.0,165.0,795.0,811.0,86.0,82.0,90.0,87.0,13.0,7,corr_ok,lof_ok,February
13688695,116,2023-07-28 15:08:23+00:00,50.8514807,3.601578,41.0,44.0,200.0,169.0,799.0,799.0,83.0,80.0,84.0,84.0,5.0,30,corr_ok,lof_ok,July
17512110,123,2023-04-20 10:39:02+00:00,51.2221845,5.4372932,30.0,33.0,213.0,210.0,799.0,784.0,78.0,80.0,82.0,81.0,61.0,16,corr_ok,lof_ok,April
12831455,123,2023-02-10 05:38:50+00:00,51.1634087,4.4947005,34.0,32.0,196.0,182.0,868.0,843.0,72.0,79.0,72.0,79.0,61.0,6,corr_ok,lof_ok,February
14755978,164,2023-06-15 07:34:04+00:00,51.0383244,5.2805734,49.0,41.0,210.0,203.0,798.0,792.0,86.0,83.0,84.0,86.0,60.0,24,corr_ok,lof_ok,June
3270314,123,2023-05-18 13:43:35+00:00,51.1816751,4.8301133,37.0,39.0,196.0,196.0,802.0,805.0,81.0,83.0,81.0,84.0,60.0,20,corr_ok,lof_ok,May
9821984,116,2023-05-26 02:20:59+00:00,50.948714,4.0276873,17.0,15.0,469.0,407.0,799.0,801.0,43.0,40.0,35.0,35.0,43.0,21,corr_ok,lof_ok,May
17446424,164,2023-08-18 05:35:47+00:00,51.037156,5.2934523,35.0,44.0,351.0,331.0,1512.0,1529.0,87.0,87.0,87.0,89.0,10.0,33,corr_ok,lof_ok,August
15964334,123,2023-01-27 06:52:33+00:00,50.9510628,5.3300055,32.0,31.0,207.0,200.0,806.0,803.0,76.0,80.0,0.0,82.0,60.0,4,corr_outlier,lof_ok,January
11155228,164,2023-04-15 03:21:57+00:00,51.1907131,5.1130748,11.0,16.0,262.0,241.0,799.0,803.0,78.0,81.0,70.0,77.0,60.0,15,corr_ok,lof_ok,April
3680766,164,2023-01-24 03:25:32+00:00,51.1901548,5.1125299,8.0,10.0,258.0,251.0,801.0,803.0,82.0,81.0,76.0,76.0,60.0,4,corr_ok,lof_outlier,January
